"","Academic_Year","Term","Course_Number","Course_Title","Primary_Instructor","Student_Count","A","A.","B.","B","B..1","C.","C","C..1","D.","D","D..1","F","W","Average_GPA"
"193","2012-13","20131 (Winter 2013)","DANCE 108 B","BALLET TECHNIQUE","CORRISTON, RYAN",21,11,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"194","2012-13","20131 (Winter 2013)","DANCE 111 A","JAZZ TECHNIQUE I","BRUNSVOLD, MEGAN",27,13,9,2,1,NA,NA,1,NA,NA,NA,NA,NA,1,3.7
"195","2012-13","20131 (Winter 2013)","DANCE 120 A","DANC AMER EXPERIENC","CURTIS, JEFF",41,15,11,5,2,3,NA,1,1,1,1,NA,1,NA,3.3
"196","2012-13","20131 (Winter 2013)","DANCE 202 A","BALLET TECHNIQUE 2","JOHNSON, JAMIE",32,18,12,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3.7
"197","2012-13","20131 (Winter 2013)","DANCE 202 B","BALLET TECHNIQUE 2","MONROE-COOK, BRENNA",27,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"198","2012-13","20131 (Winter 2013)","DANCE 205 A","MODERN TECHNIQ II","MONROE-COOK, BRENNA",14,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"199","2012-13","20131 (Winter 2013)","DANCE 211 A","JAZZ TECHNIQUE II","MENDIETA, WILSON",27,24,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"200","2012-13","20131 (Winter 2013)","DANCE 230 A","ALTERNATIVE MVT STD","BRUNSVOLD, MEGAN",36,27,6,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,3.8
"201","2012-13","20131 (Winter 2013)","DANCE 230 B","ALTERNATIVE MVT STD","MONROE-COOK, BRENNA",39,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"202","2012-13","20131 (Winter 2013)","DANCE 230 C","ALTERNATIVE MVT STD","LIAPIS, STEPHANIE",35,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"203","2012-13","20131 (Winter 2013)","DANCE 239 A","TANGO","MCMAINS, JULIET",19,10,4,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,3.5
"204","2012-13","20131 (Winter 2013)","DANCE 239 B","TANGO","MCMAINS, JULIET",21,13,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"205","2012-13","20131 (Winter 2013)","DANCE 242 A","MUSIC FOR DANCE","MOORE, PAUL R.",20,9,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.7
"206","2012-13","20131 (Winter 2013)","DANCE 250 A","CROSS-CULTURAL DANCE","MCMAINS, JULIET",33,15,3,3,5,2,1,NA,1,1,NA,1,NA,1,3.3
"207","2012-13","20131 (Winter 2013)","DANCE 266 A","DNCE COMPOSITION II","LIAPIS, STEPHANIE",13,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"208","2012-13","20131 (Winter 2013)","DANCE 290 A","AMER JAZZ DANCE","PETERS, PAULA",21,6,6,1,4,2,1,NA,1,NA,NA,NA,NA,NA,3.3
"209","2012-13","20131 (Winter 2013)","DANCE 305 A","MODERN TECHNIQ III","SALK, JENNIFER",16,13,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,3.6
"210","2012-13","20131 (Winter 2013)","DANCE 494 A","TEACHING METHODS","SALK, JENNIFER",16,9,4,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,3.6
"211","2012-13","20132 (Spring 2013)","DANCE 100 A","UNDERSTANDING DANCE","CINOTTO, RHONDA M.",136,75,25,12,7,8,3,NA,1,1,NA,NA,1,3,3.6
"212","2012-13","20132 (Spring 2013)","DANCE 102 A","INTRO TO DANCE","HENLEY, MATTHEW",31,16,12,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,3.6
"213","2012-13","20132 (Spring 2013)","DANCE 102 B","INTRO TO DANCE","JOHNSON, JAMIE",30,18,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"214","2012-13","20132 (Spring 2013)","DANCE 103 A","INTRO TO DANCE","GOLDMAN, ILANA",32,25,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3.9
"215","2012-13","20132 (Spring 2013)","DANCE 106 A","MODERN TECHNIQUE I","SALK, JENNIFER",27,19,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"216","2012-13","20132 (Spring 2013)","DANCE 106 B","MODERN TECHNIQUE I","LIAPIS, STEPHANIE",29,22,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"217","2012-13","20132 (Spring 2013)","DANCE 109 A","BALLET TECHNIQ","MONROE-COOK, BRENNA",24,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"218","2012-13","20132 (Spring 2013)","DANCE 109 B","BALLET TECHNIQ","MONROE-COOK, BRENNA",27,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"219","2012-13","20132 (Spring 2013)","DANCE 120 A","DANC AMER EXPERIENC","CURTIS, JEFF",50,19,15,3,3,1,2,1,NA,1,2,NA,3,NA,3.2
"220","2012-13","20132 (Spring 2013)","DANCE 203 A","BALLET TECHNIQUE 2","WILEY, HANNAH C",27,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"221","2012-13","20132 (Spring 2013)","DANCE 203 B","BALLET TECHNIQUE 2","PETERS, PAULA",32,26,3,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,3.7
"222","2012-13","20132 (Spring 2013)","DANCE 206 A","MODERN TECHNIQ II","CORRISTON, RYAN",15,9,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"223","2012-13","20132 (Spring 2013)","DANCE 206 B","MODERN TECHNIQ II","DESCH, NATALIE J.",22,12,4,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,3.7
"224","2012-13","20132 (Spring 2013)","DANCE 212 A","JAZZ TECHNIQUE II","MENDIETA, WILSON",24,15,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"225","2012-13","20132 (Spring 2013)","DANCE 230 A","ALTERNATIVE MVT STD","LYNCH, SHEENA-ALEXANDRA",34,17,12,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,3.6
"226","2012-13","20132 (Spring 2013)","DANCE 230 C","ALTERNATIVE MVT STD","DESCH, NATALIE J.",44,37,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"227","2012-13","20132 (Spring 2013)","DANCE 230 D","ALTERNATIVE MVT STD","SOFIA, STEVEN",28,7,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"228","2012-13","20132 (Spring 2013)","DANCE 231 A","FOLK/SOC DNC FORMS","BRUNSVOLD, MEGAN",16,11,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"229","2012-13","20132 (Spring 2013)","DANCE 231 B","FOLK/SOC DNC FORMS","JOHNSON, JAMIE",16,9,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"230","2012-13","20132 (Spring 2013)","DANCE 232 A","INTERMED ALTER MVMT","MONROE-COOK, BRENNA",30,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"231","2012-13","20132 (Spring 2013)","DANCE 234 A","WORLD DANCE & CLTR","MCMAINS, JULIET",21,6,5,1,1,5,3,NA,NA,NA,NA,NA,NA,NA,3.2
"232","2012-13","20132 (Spring 2013)","DANCE 234 B","WORLD DANCE & CLTR","MCMAINS, JULIET",22,11,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"233","2012-13","20132 (Spring 2013)","DANCE 251 A","CREATIVE PROCESS","SALK, JENNIFER",18,5,2,4,4,NA,1,1,NA,NA,NA,NA,NA,1,3.3
"234","2012-13","20132 (Spring 2013)","DANCE 303 B","BALLET TECHNIQ III","WILEY, HANNAH C",17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"235","2012-13","20132 (Spring 2013)","DANCE 312 A","JAZZ TECHNIQUE III","BRUNSVOLD, MEGAN",24,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"236","2012-13","20132 (Spring 2013)","DANCE 403 A","BALLET TECHNIQ IV","COOPER, ELIZABETH",13,9,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"237","2012-13","20132 (Spring 2013)","DANCE 403 B","BALLET TECHNIQ IV","WILEY, HANNAH C",18,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"238","2012-13","20133 (Summer 2013)","DANCE 102 A","INTRO TO DANCE","BRUNSVOLD, MEGAN",22,8,11,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"239","2012-13","20133 (Summer 2013)","DANCE 102 B","INTRO TO DANCE","JOHNSON, JAMIE",14,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"240","2012-13","20133 (Summer 2013)","DANCE 102 C","INTRO TO DANCE","DESCH, NATALIE J.",22,5,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"241","2012-13","20133 (Summer 2013)","DANCE 110 A","JAZZ TECHNIQUE I","LIAPIS, STEPHANIE",39,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"242","2012-13","20133 (Summer 2013)","DANCE 120 A","DANC AMER EXPERIENC","CURTIS, JEFF",58,20,17,6,2,2,2,2,3,3,NA,NA,NA,1,3.3
"243","2012-13","20133 (Summer 2013)","DANCE 230 A","ALTERNATIVE MVT STD","OHLBERG, JASON",31,29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"244","2012-13","20133 (Summer 2013)","DANCE 230 B","ALTERNATIVE MVT STD","LIAPIS, STEPHANIE",34,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"245","2012-13","20133 (Summer 2013)","DANCE 230 C","ALTERNATIVE MVT STD","LIAPIS, STEPHANIE",30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"246","2012-13","20133 (Summer 2013)","DANCE 230 D","ALTERNATIVE MVT STD","OHLBERG, JASON",28,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"247","2012-13","20133 (Summer 2013)","DANCE 230 E","ALTERNATIVE MVT STD","LIAPIS, STEPHANIE",33,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"248","2012-13","20133 (Summer 2013)","DANCE 230 F","ALTERNATIVE MVT STD","LIAPIS, STEPHANIE",35,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"249","2012-13","20133 (Summer 2013)","DANCE 230 G","ALTERNATIVE MVT STD","OHLBERG, JASON",37,31,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"250","2012-13","20133 (Summer 2013)","DANCE 230 H","ALTERNATIVE MVT STD","MONROE-COOK, BRENNA",33,29,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"251","2012-13","20133 (Summer 2013)","DANCE 230 I","ALTERNATIVE MVT STD","OHLBERG, JASON",29,27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"252","2012-13","20133 (Summer 2013)","DANCE 230 J","ALTERNATIVE MVT STD","MONROE-COOK, BRENNA",31,27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"253","2013-14","20134 (Autumn 2013)","DANCE 100 A","UNDERSTANDING DANCE","CINOTTO, RHONDA M.",138,93,13,10,11,4,1,NA,NA,NA,1,NA,1,4,3.7
"254","2013-14","20134 (Autumn 2013)","DANCE 101 A","DANC AMER EXPERIENC","CURTIS, JEFF",50,23,7,3,6,3,1,1,3,NA,NA,NA,NA,3,3.4
"255","2013-14","20134 (Autumn 2013)","DANCE 102 A","INTRO TO DANCE","DESCH, NATALIE J.",34,17,10,1,3,NA,NA,1,1,NA,NA,NA,NA,1,3.6
"256","2013-14","20134 (Autumn 2013)","DANCE 102 B","INTRO TO DANCE","PETERS, PAULA",29,22,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"257","2013-14","20134 (Autumn 2013)","DANCE 102 C","INTRO TO DANCE","PIANTINO, PABLO H",37,27,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"258","2013-14","20134 (Autumn 2013)","DANCE 103 A","INTRO TO DANCE","OHLBERG, JASON",32,26,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.9
"259","2013-14","20134 (Autumn 2013)","DANCE 104 A","MODERN TECHNIQUE","MENDIETA, WILSON",27,19,5,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,3.7
"260","2013-14","20134 (Autumn 2013)","DANCE 104 B","MODERN TECHNIQUE","SUNDBERG, STORME S",25,16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"261","2013-14","20134 (Autumn 2013)","DANCE 107 A","BALLET TECHNIQUE","SUNDBERG, STORME S",26,14,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"262","2013-14","20134 (Autumn 2013)","DANCE 107 B","BALLET TECHNIQUE","REARDON, MARY E",23,15,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3.7
"263","2013-14","20134 (Autumn 2013)","DANCE 110 A","JAZZ TECHNIQUE I","OHLBERG, JASON",29,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.9
"264","2013-14","20134 (Autumn 2013)","DANCE 110 B","JAZZ TECHNIQUE I","MENDIETA, WILSON",27,14,8,2,1,NA,1,NA,NA,NA,1,NA,NA,NA,3.6
"265","2013-14","20134 (Autumn 2013)","DANCE 166 A","DANCE COMPOSITION I","SALK, JENNIFER",16,14,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"266","2013-14","20134 (Autumn 2013)","DANCE 201 A","BALLET TECHNIQUE 2","PIANTINO, PABLO H",23,16,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3.8
"267","2013-14","20134 (Autumn 2013)","DANCE 201 B","BALLET TECHNIQUE 2","DESCH, NATALIE J.",25,10,5,7,1,1,NA,NA,NA,NA,NA,NA,1,NA,3.4
"268","2013-14","20134 (Autumn 2013)","DANCE 204 A","MODERN TECHNIQ II","BRUNSVOLD, MEGAN",19,15,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"269","2013-14","20134 (Autumn 2013)","DANCE 204 B","MODERN TECHNIQ II","KOCH, JURG",15,6,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"270","2013-14","20134 (Autumn 2013)","DANCE 210 A","JAZZ TECHNIQUE II","SOFIA, STEVEN",21,13,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"271","2013-14","20134 (Autumn 2013)","DANCE 230 A","ALTERNATIVE MVT STD","SOFIA, STEVEN",27,25,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,3.8
"272","2013-14","20134 (Autumn 2013)","DANCE 230 B","ALTERNATIVE MVT STD","MCCORMICK, BRUCE",29,26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"273","2013-14","20134 (Autumn 2013)","DANCE 231 A","FOLK/SOC DNC FORMS","MANSBRIDGE, ANNA J",13,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"274","2013-14","20134 (Autumn 2013)","DANCE 234 B","WORLD DANCE & CLTR","PARKER, SARAH L",29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"275","2013-14","20134 (Autumn 2013)","DANCE 301 A","BALLET TECHNIQ III","MCCORMICK, BRUCE",18,13,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"276","2013-14","20134 (Autumn 2013)","DANCE 301 B","BALLET TECHNIQ III","WILEY, HANNAH C",21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"277","2013-14","20134 (Autumn 2013)","DANCE 304 A","MODERN TECHNIQ III","LINCOLN, RACHAEL",16,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"278","2013-14","20134 (Autumn 2013)","DANCE 310 A","JAZZ TECHNIQUE III","MENDIETA, WILSON",13,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"279","2013-14","20134 (Autumn 2013)","DANCE 344 A","TOPICS DANCE HIST","COOPER, ELIZABETH",20,4,5,2,NA,3,2,NA,NA,NA,NA,NA,2,2,2.9
"280","2013-14","20134 (Autumn 2013)","DANCE 493 A","ANATOMY FOR DANCE","WILEY, HANNAH C",39,17,13,4,1,2,1,NA,NA,NA,NA,NA,NA,1,3.6
"281","2013-14","20141 (Winter 2014)","DANCE 100 A","UNDERSTANDING DANCE","CINOTTO, RHONDA M.",132,97,16,6,5,1,1,1,1,NA,1,NA,1,2,3.7
"282","2013-14","20141 (Winter 2014)","DANCE 101 A","DANC AMER EXPERIENC","CURTIS, JEFF",69,22,8,9,8,6,5,4,1,NA,1,1,2,2,3.1
"283","2013-14","20141 (Winter 2014)","DANCE 105 A","MODERN TECHNIQUE","OHLBERG, JASON",31,24,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"284","2013-14","20141 (Winter 2014)","DANCE 105 B","MODERN TECHNIQUE","SUNDBERG, STORME S",24,21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"285","2013-14","20141 (Winter 2014)","DANCE 108 A","BALLET TECHNIQUE","PIANTINO, PABLO H",27,13,10,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,3.7
"286","2013-14","20141 (Winter 2014)","DANCE 108 B","BALLET TECHNIQUE","MENDIETA, WILSON",17,13,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"287","2013-14","20141 (Winter 2014)","DANCE 111 A","JAZZ TECHNIQUE I","MENDIETA, WILSON",31,24,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"288","2013-14","20141 (Winter 2014)","DANCE 202 A","BALLET TECHNIQUE 2","MCCORMICK, BRUCE",21,12,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3.7
"289","2013-14","20141 (Winter 2014)","DANCE 202 B","BALLET TECHNIQUE 2","PIANTINO, PABLO H",27,16,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3.8
"290","2013-14","20141 (Winter 2014)","DANCE 205 A","MODERN TECHNIQ II","LINCOLN, RACHAEL",22,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"291","2013-14","20141 (Winter 2014)","DANCE 211 A","JAZZ TECHNIQUE II","SOFIA, STEVEN",25,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"292","2013-14","20141 (Winter 2014)","DANCE 232 A","INTERMED ALTER MVMT","SOFIA, STEVEN",28,23,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"293","2013-14","20141 (Winter 2014)","DANCE 233 A","ADV ALTERNAT MVMT","LINCOLN, RACHAEL",15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"294","2013-14","20141 (Winter 2014)","DANCE 242 A","MUSIC FOR DANCE","MOORE, PAUL R.",18,15,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.7
"295","2013-14","20141 (Winter 2014)","DANCE 250 A","CROSS-CULTURAL DANCE","MCMAINS, JULIET",19,7,6,3,NA,NA,NA,NA,1,1,NA,NA,NA,1,3.4
"296","2013-14","20141 (Winter 2014)","DANCE 266 A","DNCE COMPOSITION II","SCOTT, MOLLY",16,8,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"297","2013-14","20141 (Winter 2014)","DANCE 290 A","AMER JAZZ DANCE","PETERS, PAULA",23,11,8,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,3.4
"298","2013-14","20141 (Winter 2014)","DANCE 302 A","BALLET TECHNIQ III","WILEY, HANNAH C",17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"299","2013-14","20141 (Winter 2014)","DANCE 305 A","MODERN TECHNIQ III","SALK, JENNIFER",17,10,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"300","2013-14","20141 (Winter 2014)","DANCE 494 A","TEACHING METHODS","SALK, JENNIFER",14,5,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"301","2013-14","20142 (Spring 2014)","DANCE 100 A","UNDERSTANDING DANCE","CINOTTO, RHONDA M.",126,79,11,9,9,6,1,NA,2,2,1,NA,3,3,3.5
"302","2013-14","20142 (Spring 2014)","DANCE 101 A","DANC AMER EXPERIENC","CURTIS, JEFF",73,28,13,11,4,1,2,4,2,2,NA,NA,2,4,3.2
"303","2013-14","20142 (Spring 2014)","DANCE 102 A","INTRO TO DANCE","PIANTINO, PABLO H",33,27,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"304","2013-14","20142 (Spring 2014)","DANCE 103 A","INTRO TO DANCE","WILEY, HANNAH C",28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"305","2013-14","20142 (Spring 2014)","DANCE 103 B","INTRO TO DANCE","DESCH, NATALIE J.",35,22,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"306","2013-14","20142 (Spring 2014)","DANCE 103 C","INTRO TO DANCE","KOCH, JURG",27,10,13,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,3.6
"307","2013-14","20142 (Spring 2014)","DANCE 106 A","MODERN TECHNIQUE I","SALK, JENNIFER",21,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"308","2013-14","20142 (Spring 2014)","DANCE 106 B","MODERN TECHNIQUE I","JOHNSON, JAMIE",21,11,4,1,NA,NA,NA,1,NA,NA,1,NA,1,2,3.4
"309","2013-14","20142 (Spring 2014)","DANCE 109 A","BALLET TECHNIQ","REARDON, MARY E",23,17,2,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,3.5
"310","2013-14","20142 (Spring 2014)","DANCE 109 B","BALLET TECHNIQ","MCCORMICK, BRUCE",25,12,9,NA,2,NA,NA,NA,NA,NA,NA,1,NA,1,3.6
"311","2013-14","20142 (Spring 2014)","DANCE 112 A","JAZZ TECHNIQUE I","OHLBERG, JASON",21,14,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"312","2013-14","20142 (Spring 2014)","DANCE 112 B","JAZZ TECHNIQUE I","MENDIETA, WILSON",22,17,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3.9
"313","2013-14","20142 (Spring 2014)","DANCE 203 A","BALLET TECHNIQUE 2","WILEY, HANNAH C",29,27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"314","2013-14","20142 (Spring 2014)","DANCE 203 B","BALLET TECHNIQUE 2","PETERS, PAULA",20,17,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3.8
"315","2013-14","20142 (Spring 2014)","DANCE 206 A","MODERN TECHNIQ II","MCCORMICK, BRUCE",18,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.9
"316","2013-14","20142 (Spring 2014)","DANCE 212 A","JAZZ TECHNIQUE II","MENDIETA, WILSON",19,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"317","2013-14","20142 (Spring 2014)","DANCE 231 A","FOLK/SOC DNC FORMS","SOFIA, STEVEN",16,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"318","2013-14","20142 (Spring 2014)","DANCE 232 A","INTERMED ALTER MVMT","SOFIA, STEVEN",25,22,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"319","2013-14","20142 (Spring 2014)","DANCE 239 A","TANGO","MCMAINS, JULIET",20,10,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3.7
"320","2013-14","20142 (Spring 2014)","DANCE 239 B","TANGO","MCMAINS, JULIET",22,14,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"321","2013-14","20142 (Spring 2014)","DANCE 303 B","BALLET TECHNIQ III","PIANTINO, PABLO H",14,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"322","2013-14","20142 (Spring 2014)","DANCE 312 A","JAZZ TECHNIQUE III","BRUNSVOLD, MEGAN",25,16,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"323","2013-14","20142 (Spring 2014)","DANCE 403 B","BALLET TECHNIQ IV","PIANTINO, PABLO H",14,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"324","2013-14","20142 (Spring 2014)","DANCE 420 A","DANCE AESTHETICS","DESCH, NATALIE J.",13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"325","2013-14","20143 (Summer 2014)","DANCE 101 A","DANC AMER EXPERIENC","CURTIS, JEFF",78,28,11,8,9,5,3,1,2,NA,3,1,2,5,3.2
"326","2013-14","20143 (Summer 2014)","DANCE 102 A","INTRO TO DANCE","PIANTINO, PABLO H",26,23,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"327","2013-14","20143 (Summer 2014)","DANCE 102 B","INTRO TO DANCE","MCCORMICK, BRUCE",19,8,8,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,3.5
"328","2013-14","20143 (Summer 2014)","DANCE 102 C","INTRO TO DANCE","SUNDBERG, STORME S",31,19,9,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,3.8
"329","2013-14","20143 (Summer 2014)","DANCE 102 D","INTRO TO DANCE","MENDIETA, WILSON",17,12,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"330","2013-14","20143 (Summer 2014)","DANCE 110 A","JAZZ TECHNIQUE I","MENDIETA, WILSON",13,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"331","2013-14","20143 (Summer 2014)","DANCE 230 A","ALTERNATIVE MVT STD","BRUNSVOLD, MEGAN",25,12,8,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3.7
"332","2013-14","20143 (Summer 2014)","DANCE 230 B","ALTERNATIVE MVT STD","BRUNSVOLD, MEGAN",30,23,5,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3.8
"333","2013-14","20143 (Summer 2014)","DANCE 230 C","ALTERNATIVE MVT STD","MONROE-COOK, BRENNA",18,11,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3.7
"334","2013-14","20143 (Summer 2014)","DANCE 230 D","ALTERNATIVE MVT STD","JANSEN, DAWN",27,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.9
"335","2013-14","20143 (Summer 2014)","DANCE 230 E","ALTERNATIVE MVT STD","MONROE-COOK, BRENNA",32,27,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"336","2013-14","20143 (Summer 2014)","DANCE 230 F","ALTERNATIVE MVT STD","JANSEN, DAWN",36,29,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
