"","Academic_Year","Term","Course_Number","Course_Title","Primary_Instructor","Student_Count","A","A.","B.","B","B..1","C.","C","C..1","D.","D","D..1","F","W","Average_GPA"
"337","2013-14","20143 (Summer 2014)","DANCE 230 G","ALTERNATIVE MVT STD","LINCOLN, RACHAEL",28,15,4,NA,3,5,NA,1,NA,NA,NA,NA,NA,NA,3.4
"338","2013-14","20143 (Summer 2014)","DANCE 230 H","ALTERNATIVE MVT STD","LINCOLN, RACHAEL",25,14,6,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,3.6
"339","2013-14","20143 (Summer 2014)","DANCE 230 I","ALTERNATIVE MVT STD","MONROE-COOK, BRENNA",26,22,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"340","2013-14","20143 (Summer 2014)","DANCE 230 J","ALTERNATIVE MVT STD","MONROE-COOK, BRENNA",36,25,3,3,2,NA,1,NA,NA,NA,NA,NA,2,NA,3.5
"341","2013-14","20143 (Summer 2014)","DANCE 230 K","ALTERNATIVE MVT STD","LINCOLN, RACHAEL",30,26,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,3.8
"342","2013-14","20143 (Summer 2014)","DANCE 230 L","ALTERNATIVE MVT STD","LINCOLN, RACHAEL",33,27,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"343","2014-15","20144 (Autumn 2014)","DANCE 100 A","UNDERSTANDING DANCE","CINOTTO, RHONDA M.",132,87,15,10,4,3,3,1,1,1,NA,NA,3,4,3.6
"344","2014-15","20144 (Autumn 2014)","DANCE 101 A","DANC AMER EXPERIENC","CURTIS, JEFF",83,44,13,6,5,4,3,2,NA,3,NA,NA,NA,3,3.5
"345","2014-15","20144 (Autumn 2014)","DANCE 102 A","INTRO TO DANCE","REARDON, MARY E",34,27,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"346","2014-15","20144 (Autumn 2014)","DANCE 102 B","INTRO TO DANCE","MONROE-COOK, BRENNA",31,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3.7
"347","2014-15","20144 (Autumn 2014)","DANCE 102 C","INTRO TO DANCE","MONTOYA, CHRISTOPHER E",30,27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"348","2014-15","20144 (Autumn 2014)","DANCE 102 D","INTRO TO DANCE","CARDINAL, ERIN",30,25,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"349","2014-15","20144 (Autumn 2014)","DANCE 103 A","INTRO TO DANCE","PIANTINO, PABLO H",27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"350","2014-15","20144 (Autumn 2014)","DANCE 104 A","MODERN TECHNIQUE","MONROE-COOK, BRENNA",23,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"351","2014-15","20144 (Autumn 2014)","DANCE 104 C","MODERN TECHNIQUE","CARDINAL, ERIN",23,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"352","2014-15","20144 (Autumn 2014)","DANCE 107 A","BALLET TECHNIQUE","PETERS, PAULA",20,19,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3.9
"353","2014-15","20144 (Autumn 2014)","DANCE 107 B","BALLET TECHNIQUE","PETERS, PAULA",29,23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.7
"354","2014-15","20144 (Autumn 2014)","DANCE 110 A","JAZZ TECHNIQUE I","OHLBERG, JASON",26,24,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"355","2014-15","20144 (Autumn 2014)","DANCE 110 B","JAZZ TECHNIQUE I","SUNDBERG, STORME S",16,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"356","2014-15","20144 (Autumn 2014)","DANCE 166 A","DANCE COMPOSITION I","HAIM, MARK",19,9,4,2,1,1,NA,1,1,NA,NA,NA,NA,NA,3.4
"357","2014-15","20144 (Autumn 2014)","DANCE 201 A","BALLET TECHNIQUE 2","PIANTINO, PABLO H",27,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"358","2014-15","20144 (Autumn 2014)","DANCE 201 B","BALLET TECHNIQUE 2","MONTOYA, CHRISTOPHER E",19,13,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"359","2014-15","20144 (Autumn 2014)","DANCE 204 A","MODERN TECHNIQ II","SUNDBERG, STORME S",18,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"360","2014-15","20144 (Autumn 2014)","DANCE 210 A","JAZZ TECHNIQUE II","CRAIG-BOGARD, KYLE A",17,11,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"361","2014-15","20144 (Autumn 2014)","DANCE 230 B","ALTERNATIVE MVT STD","CRAIG-BOGARD, KYLE A",35,30,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"362","2014-15","20144 (Autumn 2014)","DANCE 230 C","ALTERNATIVE MVT STD","OHLBERG, JASON",38,34,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"363","2014-15","20144 (Autumn 2014)","DANCE 234 A","WORLD DANCE & CLTR","PARKER, SARAH L",26,20,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"364","2014-15","20144 (Autumn 2014)","DANCE 242 A","MUSIC FOR DANCE","MOORE, PAUL R.",13,10,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"365","2014-15","20144 (Autumn 2014)","DANCE 301 B","BALLET TECHNIQ III","WILEY, HANNAH C",18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"366","2014-15","20144 (Autumn 2014)","DANCE 304 A","MODERN TECHNIQ III","HAIM, MARK",16,11,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"367","2014-15","20144 (Autumn 2014)","DANCE 310 A","JAZZ TECHNIQUE III","MENDIETA, WILSON",17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"368","2014-15","20144 (Autumn 2014)","DANCE 493 A","ANATOMY FOR DANCE","WILEY, HANNAH C",40,21,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"369","2014-15","20151 (Winter 2015)","DANCE 100 A","UNDERSTANDING DANCE","CINOTTO, RHONDA M.",142,77,20,16,7,4,1,1,2,NA,2,NA,5,7,3.5
"370","2014-15","20151 (Winter 2015)","DANCE 101 A","DANC AMER EXPERIENC","CURTIS, JEFF",82,55,4,3,3,3,NA,4,4,1,NA,NA,2,3,3.5
"371","2014-15","20151 (Winter 2015)","DANCE 102 A","INTRO TO DANCE","PIANTINO, PABLO H",32,26,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"372","2014-15","20151 (Winter 2015)","DANCE 102 C","INTRO TO DANCE","REARDON, MARY E",34,27,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,3.8
"373","2014-15","20151 (Winter 2015)","DANCE 103 B","INTRO TO DANCE","CARDINAL, ERIN",33,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"374","2014-15","20151 (Winter 2015)","DANCE 105 A","MODERN TECHNIQUE","CARDINAL, ERIN",23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"375","2014-15","20151 (Winter 2015)","DANCE 105 B","MODERN TECHNIQUE","MENDIETA, WILSON",24,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"376","2014-15","20151 (Winter 2015)","DANCE 108 A","BALLET TECHNIQUE","MONTOYA, CHRISTOPHER E",23,18,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3.8
"377","2014-15","20151 (Winter 2015)","DANCE 108 B","BALLET TECHNIQUE","PETERS, PAULA",26,20,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,3.8
"378","2014-15","20151 (Winter 2015)","DANCE 111 A","JAZZ TECHNIQUE I","MENDIETA, WILSON",27,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"379","2014-15","20151 (Winter 2015)","DANCE 111 B","JAZZ TECHNIQUE I","MONTOYA, CHRISTOPHER E",25,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"380","2014-15","20151 (Winter 2015)","DANCE 125 A","BEGINNING TAP","SUNDBERG, STORME S",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"381","2014-15","20151 (Winter 2015)","DANCE 202 A","BALLET TECHNIQUE 2","WILEY, HANNAH C",24,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"382","2014-15","20151 (Winter 2015)","DANCE 202 B","BALLET TECHNIQUE 2","MCCORMICK, BRUCE",25,18,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"383","2014-15","20151 (Winter 2015)","DANCE 205 A","MODERN TECHNIQ II","LINCOLN, RACHAEL",14,10,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"384","2014-15","20151 (Winter 2015)","DANCE 230 A","ALTERNATIVE MVT STD","MCCORMICK, BRUCE",27,17,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"385","2014-15","20151 (Winter 2015)","DANCE 238 A","SWING DANCE","FALTESEK, MICHAEL",23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"386","2014-15","20151 (Winter 2015)","DANCE 238 B","SWING DANCE","FALTESEK, MICHAEL",26,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"387","2014-15","20151 (Winter 2015)","DANCE 239 A","TANGO","MCMAINS, JULIET",14,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"388","2014-15","20151 (Winter 2015)","DANCE 242 A","MUSIC FOR DANCE","MOORE, PAUL R.",22,13,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"389","2014-15","20151 (Winter 2015)","DANCE 250 A","CROSS-CULTURAL DANCE","MCMAINS, JULIET",29,13,7,4,2,NA,2,1,NA,NA,NA,NA,NA,NA,3.5
"390","2014-15","20151 (Winter 2015)","DANCE 266 A","DNCE COMPOSITION II","LINCOLN, RACHAEL",14,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"391","2014-15","20151 (Winter 2015)","DANCE 290 A","AMER JAZZ DANCE","PETERS, PAULA",26,14,9,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,3.6
"392","2014-15","20151 (Winter 2015)","DANCE 302 A","BALLET TECHNIQ III","HAIM, MARK",13,7,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"393","2014-15","20151 (Winter 2015)","DANCE 305 A","MODERN TECHNIQ III","SALK, JENNIFER",17,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"394","2014-15","20151 (Winter 2015)","DANCE 480 A","SENIOR SEMINAR","WILEY, HANNAH C",16,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"395","2014-15","20151 (Winter 2015)","DANCE 494 A","TEACHING METHODS","SALK, JENNIFER",19,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.6
"396","2014-15","20152 (Spring 2015)","DANCE 100 A","UNDERSTANDING DANCE","CINOTTO, RHONDA M.",131,78,20,8,4,14,1,3,2,NA,NA,NA,NA,1,3.6
"397","2014-15","20152 (Spring 2015)","DANCE 101 A","DANC AMER EXPERIENC","CURTIS, JEFF",80,46,15,4,6,3,NA,NA,1,2,NA,1,NA,2,3.6
"398","2014-15","20152 (Spring 2015)","DANCE 102 A","INTRO TO DANCE","MONTOYA, CHRISTOPHER E",30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"399","2014-15","20152 (Spring 2015)","DANCE 102 B","INTRO TO DANCE","LINCOLN, RACHAEL",31,30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"400","2014-15","20152 (Spring 2015)","DANCE 103 A","INTRO TO DANCE","WILEY, HANNAH C",29,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
"401","2014-15","20152 (Spring 2015)","DANCE 106 A","MODERN TECHNIQUE I","CRAIG-BOGARD, KYLE A",24,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"402","2014-15","20152 (Spring 2015)","DANCE 106 B","MODERN TECHNIQUE I","MONROE-COOK, BRENNA",24,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"403","2014-15","20152 (Spring 2015)","DANCE 109 A","BALLET TECHNIQ","PETERS, PAULA",19,14,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,3.7
"404","2014-15","20152 (Spring 2015)","DANCE 109 B","BALLET TECHNIQ","REARDON, MARY E",19,14,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"405","2014-15","20152 (Spring 2015)","DANCE 112 A","JAZZ TECHNIQUE I","STARNER, AMY D",36,20,11,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"406","2014-15","20152 (Spring 2015)","DANCE 125 A","BEGINNING TAP","CRAIG-BOGARD, KYLE A",28,21,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3.8
"407","2014-15","20152 (Spring 2015)","DANCE 203 A","BALLET TECHNIQUE 2","COOPER, ELIZABETH",23,21,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"408","2014-15","20152 (Spring 2015)","DANCE 203 B","BALLET TECHNIQUE 2","PIANTINO, PABLO H",21,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.9
"409","2014-15","20152 (Spring 2015)","DANCE 206 A","MODERN TECHNIQ II","MONROE-COOK, BRENNA",15,13,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3.8
"410","2014-15","20152 (Spring 2015)","DANCE 206 B","MODERN TECHNIQ II","MCCORMICK, BRUCE",14,7,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"411","2014-15","20152 (Spring 2015)","DANCE 212 A","JAZZ TECHNIQUE II","MONTOYA, CHRISTOPHER E",24,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"412","2014-15","20152 (Spring 2015)","DANCE 230 A","ALTERNATIVE MVT STD","MONROE-COOK, BRENNA",40,38,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3.9
"413","2014-15","20152 (Spring 2015)","DANCE 230 B","ALTERNATIVE MVT STD","SUNDBERG, STORME S",31,29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"414","2014-15","20152 (Spring 2015)","DANCE 234 A","WORLD DANCE & CLTR","MCMAINS, JULIET",15,2,10,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"415","2014-15","20152 (Spring 2015)","DANCE 234 B","WORLD DANCE & CLTR","MCMAINS, JULIET",16,6,5,2,NA,2,NA,NA,NA,NA,NA,NA,NA,1,3.6
"416","2014-15","20152 (Spring 2015)","DANCE 238 A","SWING DANCE","FALTESEK, MICHAEL",27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"417","2014-15","20152 (Spring 2015)","DANCE 238 B","SWING DANCE","FALTESEK, MICHAEL",25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"418","2014-15","20152 (Spring 2015)","DANCE 251 A","CREATIVE PROCESS","SALK, JENNIFER",21,5,10,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,3.5
"419","2014-15","20152 (Spring 2015)","DANCE 303 A","BALLET TECHNIQ III","WILEY, HANNAH C",14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"420","2014-15","20152 (Spring 2015)","DANCE 303 B","BALLET TECHNIQ III","MONROE-COOK, BRENNA",17,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
"421","2014-15","20152 (Spring 2015)","DANCE 312 A","JAZZ TECHNIQUE III","MENDIETA, WILSON",19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"422","2014-15","20152 (Spring 2015)","DANCE 324 A","PARTNERING TECHS","MCMAINS, JULIET",15,9,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"423","2014-15","20152 (Spring 2015)","DANCE 345 A","CONTEMP DANCE HIST","MCCORMICK, BRUCE",17,13,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,3.7
"424","2014-15","20152 (Spring 2015)","DANCE 493 A","ANATOMY FOR DANCE","OHLBERG, JASON",25,12,7,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"425","2014-15","20153 (Summer 2015)","DANCE 101 A","DANC AMER EXPERIENC","CURTIS, JEFF",48,25,8,3,4,NA,1,1,2,NA,1,NA,2,1,3.4
"426","2014-15","20153 (Summer 2015)","DANCE 102 A","INTRO TO DANCE","CRAIG-BOGARD, KYLE A",24,16,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,3.7
"427","2014-15","20153 (Summer 2015)","DANCE 102 B","INTRO TO DANCE","CARDINAL, ERIN",21,16,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"428","2014-15","20153 (Summer 2015)","DANCE 102 C","INTRO TO DANCE","MONTOYA, CHRISTOPHER E",24,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.9
"429","2014-15","20153 (Summer 2015)","DANCE 102 D","INTRO TO DANCE","BURRER, JULIA",16,9,2,2,NA,NA,1,NA,NA,NA,NA,NA,1,1,3.4
"430","2014-15","20153 (Summer 2015)","DANCE 102 E","INTRO TO DANCE","CLARK, LESLIE",23,14,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"431","2014-15","20153 (Summer 2015)","DANCE 102 F","INTRO TO DANCE","BLAKE, JOSEPH",22,16,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"432","2014-15","20153 (Summer 2015)","DANCE 230 A","ALTERNATIVE MVT STD","BLACKBURN, CHRISTOPHER",33,29,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3.9
"433","2014-15","20153 (Summer 2015)","DANCE 230 B","ALTERNATIVE MVT STD","HELLER, MARIA",31,22,7,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.7
"434","2014-15","20153 (Summer 2015)","DANCE 230 C","ALTERNATIVE MVT STD","LINCOLN, RACHAEL",32,26,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"435","2014-15","20153 (Summer 2015)","DANCE 230 D","ALTERNATIVE MVT STD","LINCOLN, RACHAEL",32,22,5,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,3.7
"436","2014-15","20153 (Summer 2015)","DANCE 231 C","FOLK/SOC DNC FORMS","PARKER, SARAH L",14,10,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"437","2015-16","20154 (Autumn 2015)","DANCE 100 A","UNDERSTANDING DANCE","CINOTTO, RHONDA M.",139,95,17,8,9,4,2,NA,NA,NA,NA,NA,2,2,3.7
"438","2015-16","20154 (Autumn 2015)","DANCE 101 A","DANC AMER EXPERIENC","CURTIS, JEFF",78,50,13,3,3,3,1,1,NA,2,NA,NA,1,1,3.6
"439","2015-16","20154 (Autumn 2015)","DANCE 102 A","INTRO TO DANCE","LIAPIS, STEPHANIE",36,33,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"440","2015-16","20154 (Autumn 2015)","DANCE 102 B","INTRO TO DANCE","BURRER, JULIA",31,19,6,2,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3.8
"441","2015-16","20154 (Autumn 2015)","DANCE 102 C","INTRO TO DANCE","MCCORMICK, BRUCE",30,22,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"442","2015-16","20154 (Autumn 2015)","DANCE 103 A","INTRO TO DANCE","CARDINAL, ERIN",29,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"443","2015-16","20154 (Autumn 2015)","DANCE 104 A","MODERN TECHNIQUE","BURRER, JULIA",15,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"444","2015-16","20154 (Autumn 2015)","DANCE 104 B","MODERN TECHNIQUE","CLARK, LESLIE",18,14,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"445","2015-16","20154 (Autumn 2015)","DANCE 107 A","BALLET TECHNIQUE","REARDON, MARY E",18,15,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"446","2015-16","20154 (Autumn 2015)","DANCE 107 B","BALLET TECHNIQUE","PETERS, PAULA",22,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.9
"447","2015-16","20154 (Autumn 2015)","DANCE 110 A","JAZZ TECHNIQUE I","MENDIETA, WILSON",19,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"448","2015-16","20154 (Autumn 2015)","DANCE 110 B","JAZZ TECHNIQUE I","BLAKE, JOSEPH",28,24,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"449","2015-16","20154 (Autumn 2015)","DANCE 125 A","BEGINNING TAP","SOFIA, STEVEN",14,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"450","2015-16","20154 (Autumn 2015)","DANCE 166 A","DANCE COMPOSITION I","SALK, JENNIFER",18,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"451","2015-16","20154 (Autumn 2015)","DANCE 201 A","BALLET TECHNIQUE 2","MONTOYA, CHRISTOPHER E",21,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"452","2015-16","20154 (Autumn 2015)","DANCE 201 B","BALLET TECHNIQUE 2","WILEY, HANNAH C",19,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"453","2015-16","20154 (Autumn 2015)","DANCE 204 A","MODERN TECHNIQ II","BLAKE, JOSEPH",17,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"454","2015-16","20154 (Autumn 2015)","DANCE 210 A","JAZZ TECHNIQUE II","SOFIA, STEVEN",20,15,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3.7
"455","2015-16","20154 (Autumn 2015)","DANCE 225 A","TAP TECHNIQUE II","SOFIA, STEVEN",18,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"456","2015-16","20154 (Autumn 2015)","DANCE 230 A","ALTERNATIVE MVT STD","CLARK, LESLIE",43,34,2,1,NA,2,NA,NA,2,NA,NA,NA,2,NA,3.6
"457","2015-16","20154 (Autumn 2015)","DANCE 234 A","WORLD DANCE & CLTR","PARKER, SARAH L",37,31,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"458","2015-16","20154 (Autumn 2015)","DANCE 239 A","TANGO","MCMAINS, JULIET",20,11,3,1,1,NA,1,NA,NA,NA,2,NA,NA,1,3.4
"459","2015-16","20154 (Autumn 2015)","DANCE 239 B","TANGO","MCMAINS, JULIET",18,8,5,3,NA,NA,NA,NA,NA,1,NA,NA,1,NA,3.4
"460","2015-16","20154 (Autumn 2015)","DANCE 242 A","MUSIC FOR DANCE","MOORE, PAUL R.",14,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"461","2015-16","20154 (Autumn 2015)","DANCE 301 A","BALLET TECHNIQ III","MCCORMICK, BRUCE",17,13,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"462","2015-16","20154 (Autumn 2015)","DANCE 301 B","BALLET TECHNIQ III","OHLBERG, JASON",14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"463","2015-16","20154 (Autumn 2015)","DANCE 493 A","ANATOMY FOR DANCE","WILEY, HANNAH C",40,24,9,2,2,NA,1,NA,NA,2,NA,NA,NA,NA,3.6
"464","2015-16","20161 (Winter 2016)","DANCE 100 A","UNDERSTANDING DANCE","CINOTTO, RHONDA M.",134,81,23,3,12,3,2,NA,NA,2,NA,NA,1,7,3.6
"465","2015-16","20161 (Winter 2016)","DANCE 102 A","INTRO TO DANCE","BLAKE, JOSEPH",36,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.9
"466","2015-16","20161 (Winter 2016)","DANCE 102 B","INTRO TO DANCE","CARDINAL, ERIN",32,27,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.8
"467","2015-16","20161 (Winter 2016)","DANCE 102 C","INTRO TO DANCE","WILEY, HANNAH C",32,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.8
"468","2015-16","20161 (Winter 2016)","DANCE 103 A","INTRO TO DANCE","BURRER, JULIA",29,19,7,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3.7
"469","2015-16","20161 (Winter 2016)","DANCE 103 B","INTRO TO DANCE","CARDINAL, ERIN",33,28,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"470","2015-16","20161 (Winter 2016)","DANCE 105 A","MODERN TECHNIQUE","LINCOLN, RACHAEL",22,18,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"471","2015-16","20161 (Winter 2016)","DANCE 105 B","MODERN TECHNIQUE","BLAKE, JOSEPH",26,25,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3.9
"472","2015-16","20161 (Winter 2016)","DANCE 108 A","BALLET TECHNIQUE","PETERS, PAULA",26,18,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3.7
"473","2015-16","20161 (Winter 2016)","DANCE 108 B","BALLET TECHNIQUE","CLARK, LESLIE",21,14,3,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,3.7
"474","2015-16","20161 (Winter 2016)","DANCE 111 A","JAZZ TECHNIQUE I","CRAIG-BOGARD, KYLE A",18,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.7
"475","2015-16","20161 (Winter 2016)","DANCE 125 A","BEGINNING TAP","BURRER, JULIA",13,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"476","2015-16","20161 (Winter 2016)","DANCE 202 A","BALLET TECHNIQUE 2","WILEY, HANNAH C",24,22,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,3.7
"477","2015-16","20161 (Winter 2016)","DANCE 202 B","BALLET TECHNIQUE 2","CRAIG-BOGARD, KYLE A",24,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"478","2015-16","20161 (Winter 2016)","DANCE 205 A","MODERN TECHNIQ II","CLARK, LESLIE",20,12,4,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,3.7
"479","2015-16","20161 (Winter 2016)","DANCE 211 A","JAZZ TECHNIQUE II","MENDIETA, WILSON",28,22,4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3.8
"480","2015-16","20161 (Winter 2016)","DANCE 242 A","MUSIC FOR DANCE","MOORE, PAUL R.",19,9,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
