"","Academic_Year","Term","Course_Number","Course_Title","Primary_Instructor","Student_Count","A","A.","B.","B","B..1","C.","C","C..1","D.","D","D..1","F","W","Average_GPA"
"435","2013-14","20142 (Spring 2014)","CSE 464 A","ADV TOPICS-ANIMATION","MONES-HATTAL, BARBARA",19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"436","2013-14","20142 (Spring 2014)","CSE 473 A","INTR TO ARTIF INTLL","HAJISHIRZI, HANNANEH",84,14,53,11,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"437","2013-14","20142 (Spring 2014)","CSE 477 A","DIG SYSTEM DESIGN","PATEL, SHWETAK N.",24,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"438","2013-14","20142 (Spring 2014)","CSE 481 D","CAP SOFT DESIGN","POPOVIC, ZORAN",27,16,9,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"439","2013-14","20142 (Spring 2014)","CSE 481 K","CAP SOFT DESIGN","ANDERSON, RUTH",16,8,4,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,3.5
"440","2013-14","20142 (Spring 2014)","CSE 510 A","ADV TOPICS IN HCI","BORNING, ALAN H",20,8,8,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3.7
"441","2013-14","20142 (Spring 2014)","CSE 521 A","DSGN&ANLYS ALGRTHM","RAO, ANUP",32,11,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.7
"442","2013-14","20142 (Spring 2014)","CSE 549 A","HI - PERFORM ARCH","OSKIN, MARK H.",13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"443","2013-14","20142 (Spring 2014)","CSE 561 A","COMPUTER NETWORKS","GOLLAKOTA, SHYAM",20,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"444","2013-14","20142 (Spring 2014)","CSE 573 A","ARTIFICIAL INTEL I","DOMINGOS, PEDRO",35,17,11,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3.7
"445","2013-14","20142 (Spring 2014)","CSE 599 S","SPECIAL TOPICS","DEKEL, OFER",15,6,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"446","2013-14","20142 (Spring 2014)","CSE P 501 A","COMPILER CONSTRUCT","HOGG, JAMES",40,13,22,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"447","2013-14","20142 (Spring 2014)","CSE P 573 A","APPS ARTIF INTEL","FARHADI, ALI",44,18,20,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"448","2013-14","20142 (Spring 2014)","CSE P 590 A","SP TPC COMPTR SCI","TODOROV, EMO",47,22,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"449","2013-14","20143 (Summer 2014)","CSE 142 A","COMPUTER PRGRMNG I","FUNG, ZORAH L",165,16,26,21,18,17,8,12,7,NA,3,2,18,17,2.5
"450","2013-14","20143 (Summer 2014)","CSE 143 A","COMPUTER PRGRMNG II","QUINN, KEVIN C",100,8,18,11,13,12,9,2,6,2,1,2,3,13,2.8
"451","2013-14","20143 (Summer 2014)","CSE 333 A","SYSTEMS PROGRAMMING","PERKINS, HAL",27,7,8,8,1,NA,NA,NA,1,NA,NA,NA,NA,2,3.5
"452","2013-14","20143 (Summer 2014)","CSE 421 A","INTRO TO ALGORITHMS","RUZZO, WALTER L",23,8,5,3,2,1,NA,NA,NA,NA,NA,NA,2,2,3.2
"453","2013-14","20143 (Summer 2014)","CSE 456 A","STORY FOR ANIMATION","MONES-HATTAL, BARBARA",24,5,14,3,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3.6
"454","2013-14","20143 (Summer 2014)","CSE 464 A","ADV TOPICS-ANIMATION","MONES-HATTAL, BARBARA",16,13,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"455","2014-15","20144 (Autumn 2014)","CSE 142 A","COMPUTER PRGRMNG I","REGES, STUART",331,31,56,50,41,38,18,19,20,12,5,2,20,19,2.7
"456","2014-15","20144 (Autumn 2014)","CSE 142 B","COMPUTER PRGRMNG I","REGES, STUART",673,52,117,104,79,85,46,37,32,13,13,5,50,40,2.6
"457","2014-15","20144 (Autumn 2014)","CSE 142 D","COMPUTER PRGRMNG I","OSBORNE, WILLIAM P",25,8,5,4,1,2,NA,1,1,NA,1,NA,2,NA,3
"458","2014-15","20144 (Autumn 2014)","CSE 142 M","COMPUTER PRGRMNG I","HASHAGEN, TROY",14,2,5,NA,NA,2,NA,1,1,1,NA,NA,2,NA,2.6
"459","2014-15","20144 (Autumn 2014)","CSE 142 N","COMPUTER PRGRMNG I","WRIGHT, KATHY R",20,2,11,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,3.5
"460","2014-15","20144 (Autumn 2014)","CSE 143 A","COMPUTER PRGRMNG II","REGES, STUART",386,34,72,50,61,59,23,25,10,8,6,1,19,18,2.8
"461","2014-15","20144 (Autumn 2014)","CSE 143 B","COMPUTER PRGRMNG II","HESS, CRYSTAL J",13,1,7,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"462","2014-15","20144 (Autumn 2014)","CSE 154 A","WEB PROGRAMMING","OBOURN, ALLISON E",212,25,58,38,26,19,8,6,5,NA,4,1,5,17,3.1
"463","2014-15","20144 (Autumn 2014)","CSE 311 A","FOUNDATIONS COMP I","BEAME, PAUL W",80,11,37,20,10,1,NA,NA,NA,1,NA,NA,NA,NA,3.4
"464","2014-15","20144 (Autumn 2014)","CSE 311 B","FOUNDATIONS COMP I","BEAME, PAUL W",83,13,34,23,5,6,NA,1,NA,NA,NA,NA,NA,1,3.4
"465","2014-15","20144 (Autumn 2014)","CSE 312 A","FOUNDATIONS COMP II","KARLIN, ANNA",82,9,46,12,4,5,NA,NA,NA,NA,3,NA,NA,3,3.4
"466","2014-15","20144 (Autumn 2014)","CSE 331 A","SW DESIGN & IMPL","GROSSMAN, DANIEL JOSEPH",73,14,25,15,7,2,6,1,2,1,NA,NA,NA,NA,3.3
"467","2014-15","20144 (Autumn 2014)","CSE 332 A","DATA ABSTRACTIONS","TOMPA, MARTIN",90,16,41,16,8,7,NA,1,NA,1,NA,NA,NA,NA,3.4
"468","2014-15","20144 (Autumn 2014)","CSE 333 A","SYSTEMS PROGRAMMING","ZAHORJAN, JOHN",72,13,29,15,11,2,NA,NA,NA,NA,1,NA,NA,1,3.4
"469","2014-15","20144 (Autumn 2014)","CSE 344 A","INTRO DATA MGMT","PERKINS, HAL",95,18,42,19,10,3,1,2,NA,NA,NA,NA,NA,NA,3.4
"470","2014-15","20144 (Autumn 2014)","CSE 351 A","HW SW INTERFACE","ANDERSON, RUTH",133,10,65,30,21,3,1,NA,NA,1,NA,NA,NA,2,3.4
"471","2014-15","20144 (Autumn 2014)","CSE 352 A","HW DESIGN & IMPL","OSKIN, MARK H.",19,8,7,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3.7
"472","2014-15","20144 (Autumn 2014)","CSE 373 A","DATA STRUC/ALGORITH","TANIMOTO, STEVEN L",134,32,37,23,20,6,2,3,1,1,NA,NA,1,8,3.3
"473","2014-15","20144 (Autumn 2014)","CSE 390 C","SPECIAL TOPICS CSE","BORRIELLO, GAETANO",15,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"474","2014-15","20144 (Autumn 2014)","CSE 413 A","LANGS & COMPILERS","PERKINS, HAL",56,6,15,17,8,6,NA,2,NA,1,NA,NA,NA,1,3.2
"475","2014-15","20144 (Autumn 2014)","CSE 421 A","INTRO TO ALGORITHMS","RAO, ANUP",53,10,29,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.5
"476","2014-15","20144 (Autumn 2014)","CSE 440 A","INTRODUCTION TO HCI","FOGARTY, JAMES A",42,4,20,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"477","2014-15","20144 (Autumn 2014)","CSE 451 A","INTRO OPERATING SYS","ANDERSON, THOMAS",56,9,26,15,4,NA,1,NA,NA,NA,NA,NA,NA,1,3.5
"478","2014-15","20144 (Autumn 2014)","CSE 455 A","COMPUTER VISION","SHAPIRO, LINDA G",47,26,6,6,2,2,NA,NA,NA,NA,1,NA,2,2,3.5
"479","2014-15","20144 (Autumn 2014)","CSE 458 A","COMPUTER ANIMATION","MONES-HATTAL, BARBARA",23,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"480","2014-15","20144 (Autumn 2014)","CSE 459 A","ANIMATION PRE-PROD","MONES-HATTAL, BARBARA",17,4,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"481","2014-15","20144 (Autumn 2014)","CSE 461 A","INTRO COMP NETWORKS","GOLLAKOTA, SHYAM",58,35,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"482","2014-15","20144 (Autumn 2014)","CSE 466 A","SW FOR EMB SYS","HEMINGWAY, BRUCE R.",40,29,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"483","2014-15","20144 (Autumn 2014)","CSE 473 A","INTR TO ARTIF INTLL","WELD, DAN",79,10,27,26,9,1,3,NA,1,NA,NA,NA,NA,2,3.3
"484","2014-15","20144 (Autumn 2014)","CSE 481 A","CAP SOFT DESIGN","CAKMAK, MAYA",17,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"485","2014-15","20144 (Autumn 2014)","CSE 484 A","COMPUTER SECURITY","LIVSHITS, BENJAMIN",67,44,15,3,2,1,1,NA,NA,NA,NA,NA,NA,1,3.8
"486","2014-15","20144 (Autumn 2014)","CSE 490 A","SPECIAL TOPICS CSE","LEONG, ALAN",24,5,10,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"487","2014-15","20144 (Autumn 2014)","CSE 546 A","MACHINE LEARNING","GUESTRIN, CARLOS E",53,12,28,8,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3.6
"488","2014-15","20144 (Autumn 2014)","CSE 548 A","COMPUTER SYST ARCH","CEZE, LUIS H",19,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"489","2014-15","20144 (Autumn 2014)","CSE 550 A","COMPUTER SYSTEMS","WANG, XIAO",26,9,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"490","2014-15","20144 (Autumn 2014)","CSE 557 A","COMPUTER GRAPHICS","CURLESS, BRIAN",20,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"491","2014-15","20144 (Autumn 2014)","CSE P 503 A","SOFTWARE ENGINEERNG","MCMASTER, SCOTT D",37,2,28,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"492","2014-15","20144 (Autumn 2014)","CSE P 551 A","OPERATING SYS","PETER, SIMON",48,36,7,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,3.8
"493","2014-15","20144 (Autumn 2014)","CSE P 557 A","TRENDS COMP GRAPHIC","POPOVIC, ZORAN",29,20,4,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,3.7
"494","2014-15","20144 (Autumn 2014)","CSE P 590 B","SP TPC COMPTR SCI","RUZZO, WALTER L",23,21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"495","2014-15","20151 (Winter 2015)","CSE 120 A","COMP SCI PRINCIPLES","SNYDER, LAWRENCE",67,12,16,13,5,7,2,5,NA,NA,NA,NA,1,6,3.2
"496","2014-15","20151 (Winter 2015)","CSE 142 A","COMPUTER PRGRMNG I","REGES, STUART",600,45,97,77,81,96,41,26,36,12,8,8,44,29,2.6
"497","2014-15","20151 (Winter 2015)","CSE 142 B","COMPUTER PRGRMNG I","REGES, STUART",322,34,62,46,36,41,18,16,16,10,4,4,24,11,2.7
"498","2014-15","20151 (Winter 2015)","CSE 143 A","COMPUTER PRGRMNG II","OBOURN, ALLISON E",296,24,50,34,42,44,22,14,21,9,5,5,8,18,2.7
"499","2014-15","20151 (Winter 2015)","CSE 143 B","COMPUTER PRGRMNG II","BLANK, ADAM D",383,29,73,50,42,66,31,24,23,9,4,6,15,11,2.7
"500","2014-15","20151 (Winter 2015)","CSE 143 X","COMPUTER PRGRMNG II","QUINN, KEVIN C",51,8,15,10,4,6,2,1,NA,NA,NA,NA,NA,5,3.3
"501","2014-15","20151 (Winter 2015)","CSE 190 D","CURRENT TOPICS CSE","TANIMOTO, STEVEN L",34,8,19,2,1,1,NA,NA,NA,NA,NA,NA,NA,3,3.6
"502","2014-15","20151 (Winter 2015)","CSE 312 A","FOUNDATIONS COMP II","TOMPA, MARTIN",95,10,24,26,20,11,1,NA,NA,1,NA,NA,NA,2,3.2
"503","2014-15","20151 (Winter 2015)","CSE 331 A","SW DESIGN & IMPL","PERKINS, HAL",95,18,36,25,6,6,2,1,NA,NA,1,NA,NA,NA,3.4
"504","2014-15","20151 (Winter 2015)","CSE 332 A","DATA ABSTRACTIONS","ANDERSON, RUTH",67,7,32,19,5,1,NA,2,NA,NA,NA,NA,NA,1,3.4
"505","2014-15","20151 (Winter 2015)","CSE 332 B","DATA ABSTRACTIONS","ANDERSON, RUTH",91,15,36,27,5,5,NA,1,NA,NA,NA,1,NA,1,3.4
"506","2014-15","20151 (Winter 2015)","CSE 333 A","SYSTEMS PROGRAMMING","WANG, XI",66,10,27,17,7,2,NA,NA,1,NA,NA,NA,NA,2,3.4
"507","2014-15","20151 (Winter 2015)","CSE 341 A","PROGRAMMING LANGS","BORNING, ALAN H",74,8,27,18,11,4,NA,NA,NA,NA,NA,NA,2,4,3.3
"508","2014-15","20151 (Winter 2015)","CSE 344 A","INTRO DATA MGMT","CHEUNG, ALVIN K",75,15,28,15,12,2,NA,NA,NA,NA,NA,NA,NA,3,3.5
"509","2014-15","20151 (Winter 2015)","CSE 351 A","HW SW INTERFACE","CEZE, LUIS H",91,11,46,23,9,1,NA,NA,NA,NA,NA,NA,1,NA,3.4
"510","2014-15","20151 (Winter 2015)","CSE 373 A","DATA STRUC/ALGORITH","SHAPIRO, LINDA G",134,59,34,15,14,4,1,2,2,NA,2,NA,NA,1,3.5
"511","2014-15","20151 (Winter 2015)","CSE 374 A","PROG CONCEPTS TOOLS","MYERS, BRANDON DAVID",77,8,22,25,11,2,4,NA,NA,NA,NA,NA,1,4,3.3
"512","2014-15","20151 (Winter 2015)","CSE 390 C","SPECIAL TOPICS CSE","BORRIELLO, GAETANO",36,11,15,4,3,2,NA,NA,NA,NA,NA,NA,NA,1,3.6
"513","2014-15","20151 (Winter 2015)","CSE 401 A","INT COMPILER CONSTR","PERKINS, HAL",76,20,35,18,1,1,NA,NA,NA,NA,NA,NA,NA,1,3.6
"514","2014-15","20151 (Winter 2015)","CSE 417 A","ALG & COMP COMPLEX","RAO, ANUP",51,1,23,14,9,2,NA,NA,NA,NA,NA,NA,NA,2,3.3
"515","2014-15","20151 (Winter 2015)","CSE 421 A","INTRO TO ALGORITHMS","RUZZO, WALTER L",85,22,26,19,6,6,1,2,NA,NA,NA,NA,NA,3,3.4
"516","2014-15","20151 (Winter 2015)","CSE 427 A","COMP BIOLOGY","LEE, SU-IN",31,9,11,8,NA,NA,1,NA,NA,NA,NA,NA,NA,2,3.6
"517","2014-15","20151 (Winter 2015)","CSE 440 A","INTRODUCTION TO HCI","CAKMAK, MAYA",34,13,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"518","2014-15","20151 (Winter 2015)","CSE 440 B","INTRODUCTION TO HCI","CAKMAK, MAYA",16,3,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"519","2014-15","20151 (Winter 2015)","CSE 446 A","MACHINE LEARNING","ZETTLEMOYER, LUKE",74,17,42,7,2,NA,NA,NA,NA,NA,1,NA,NA,5,3.6
"520","2014-15","20151 (Winter 2015)","CSE 451 A","INTRO OPERATING SYS","KIMURA, GARY D.",46,2,27,12,3,1,NA,NA,NA,NA,NA,NA,NA,1,3.5
"521","2014-15","20151 (Winter 2015)","CSE 452 A","DISTRIBUTED SYSTEMS","ANDERSON, THOMAS",33,26,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"522","2014-15","20151 (Winter 2015)","CSE 454 A","INTERNET SERVICES","WELD, DAN",22,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"523","2014-15","20151 (Winter 2015)","CSE 457 A","COMPUTER GRAPHICS","KEMELMACHER-SHLIZERMAN, IRA",36,18,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"524","2014-15","20151 (Winter 2015)","CSE 460 A","ANIMATION CAPSTONE","MONES-HATTAL, BARBARA",21,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"525","2014-15","20151 (Winter 2015)","CSE 461 A","INTRO COMP NETWORKS","ZAHORJAN, JOHN",74,21,18,14,13,5,1,1,NA,NA,NA,NA,NA,1,3.4
"526","2014-15","20151 (Winter 2015)","CSE 481 I","CAP SOFT DESIGN","LI, HANCHUAN",18,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"527","2014-15","20151 (Winter 2015)","CSE 490 N","SPECIAL TOPICS CSE","RAO, RAJESH",13,3,7,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"528","2014-15","20151 (Winter 2015)","CSE 505 A","PRIN OF PROG LANGS","TATLOCK, ZACHARY L",25,10,11,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"529","2014-15","20151 (Winter 2015)","CSE 515 A","STAT METH IN CS","DOMINGOS, PEDRO",37,3,29,2,1,NA,1,NA,NA,NA,NA,NA,NA,1,3.6
"530","2014-15","20151 (Winter 2015)","CSE 517 A","NAT LANG PROCESSING","CHOI, YEJIN",18,9,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.7
"531","2014-15","20151 (Winter 2015)","CSE 525 A","RANDOM ALGORITHMS","LEE, JAMES R",23,10,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8
"532","2014-15","20151 (Winter 2015)","CSE 544 A","PRINCIPLES OF DBMS","BALAZINSKA, MAGDA",37,15,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"533","2014-15","20151 (Winter 2015)","CSE 564 A","SECURITY & PRIVACY","ROESNER, FRANZISKA",29,13,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.7
"534","2014-15","20151 (Winter 2015)","CSE 599 A1","SPECIAL TOPICS","GOTTESMAN, GREG",13,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"535","2014-15","20151 (Winter 2015)","CSE P 505 A","PROG LANGUAGES","COOPER, GREGORY HAROLD",44,9,18,7,3,2,NA,NA,1,NA,NA,NA,2,2,3.3
"536","2014-15","20151 (Winter 2015)","CSE P 564 A","COMPUTER SECURITY","KOHNO, TADAYOSHI",48,42,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"537","2014-15","20151 (Winter 2015)","CSE P 590 A","SP TPC COMPTR SCI","GOTTESMAN, GREG",19,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"538","2014-15","20151 (Winter 2015)","CSE P 590 B","SP TPC COMPTR SCI","ANDERSON, RICHARD J",23,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"539","2014-15","20152 (Spring 2015)","CSE 131 A","SCI&ART DIGTL PHOTO","HEMINGWAY, BRUCE R.",183,89,50,16,10,7,NA,1,1,1,1,NA,1,6,3.6
"540","2014-15","20152 (Spring 2015)","CSE 142 A","COMPUTER PRGRMNG I","FUNG, ZORAH L",368,28,57,52,39,52,17,30,16,8,4,3,34,28,2.6
"541","2014-15","20152 (Spring 2015)","CSE 142 B","COMPUTER PRGRMNG I","FUNG, ZORAH L",311,30,58,42,26,35,27,16,21,10,6,3,19,18,2.6
"542","2014-15","20152 (Spring 2015)","CSE 143 A","COMPUTER PRGRMNG II","BLANK, ADAM D",482,43,84,62,67,71,38,22,26,11,6,7,17,28,2.8
"543","2014-15","20152 (Spring 2015)","CSE 154 A","WEB PROGRAMMING","OBOURN, ALLISON E",307,39,69,50,55,30,18,4,10,3,3,3,7,16,3
"544","2014-15","20152 (Spring 2015)","CSE 160 A","DATA PROGRAMMING","ANDERSON, RUTH",58,4,17,7,7,2,1,NA,3,NA,1,NA,1,15,3.1
"545","2014-15","20152 (Spring 2015)","CSE 311 A","FOUNDATIONS COMP I","LEE, JAMES R",116,32,48,15,12,5,2,1,NA,NA,NA,NA,NA,1,3.5
"546","2014-15","20152 (Spring 2015)","CSE 312 A","FOUNDATIONS COMP II","RUZZO, WALTER L",97,32,38,14,5,5,NA,NA,NA,NA,NA,NA,1,2,3.5
"547","2014-15","20152 (Spring 2015)","CSE 331 A","SW DESIGN & IMPL","GROSSMAN, DANIEL JOSEPH",92,13,35,22,12,4,1,1,NA,2,NA,1,NA,1,3.3
"548","2014-15","20152 (Spring 2015)","CSE 333 A","SYSTEMS PROGRAMMING","PERKINS, HAL",89,15,40,13,9,6,NA,1,2,NA,1,NA,1,1,3.3
"549","2014-15","20152 (Spring 2015)","CSE 341 A","PROGRAMMING LANGS","TATLOCK, ZACHARY L",82,8,34,23,12,4,NA,NA,NA,NA,NA,NA,NA,1,3.4
"550","2014-15","20152 (Spring 2015)","CSE 351 A","HW SW INTERFACE","BAILEY, KATELIN A",99,17,46,18,8,2,NA,2,1,NA,NA,NA,1,4,3.4
"551","2014-15","20152 (Spring 2015)","CSE 352 A","HW DESIGN & IMPL","SMITH, JOSHUA R.",31,15,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"552","2014-15","20152 (Spring 2015)","CSE 373 A","DATA STRUC/ALGORITH","BAKER, CATHERINE M",149,19,34,36,21,11,8,4,1,2,2,NA,4,7,3.1
"553","2014-15","20152 (Spring 2015)","CSE 403 A","SOFTWARE ENGINEERING","TORLAK, EMINA",48,10,21,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"554","2014-15","20152 (Spring 2015)","CSE 414 A","DATABASE SYSTEMS","PERKINS, HAL",96,13,41,17,14,5,1,1,1,NA,NA,1,NA,2,3.4
"555","2014-15","20152 (Spring 2015)","CSE 415 A","ARTIF INTELLIGENCE","TANIMOTO, STEVEN L",48,10,14,10,4,2,1,NA,NA,NA,NA,NA,NA,7,3.5
"556","2014-15","20152 (Spring 2015)","CSE 431 A","INTRO THEORY COMPUT","BEAME, PAUL W",31,6,12,7,NA,2,NA,NA,NA,1,NA,NA,1,2,3.3
"557","2014-15","20152 (Spring 2015)","CSE 444 A","DATABASE INTERNALS","BALAZINSKA, MAGDA",56,16,26,12,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"558","2014-15","20152 (Spring 2015)","CSE 446 A","MACHINE LEARNING","DOMINGOS, PEDRO",83,32,30,15,3,NA,NA,1,NA,1,NA,NA,NA,1,3.6
"559","2014-15","20152 (Spring 2015)","CSE 451 A","INTRO OPERATING SYS","ZAHORJAN, JOHN",51,7,13,13,8,4,1,1,NA,NA,NA,NA,3,1,3.1
"560","2014-15","20152 (Spring 2015)","CSE 457 A","COMPUTER GRAPHICS","CURLESS, BRIAN",37,13,13,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"561","2014-15","20152 (Spring 2015)","CSE 461 A","INTRO COMP NETWORKS","KRISHNAMURTHY, ARVIND",56,13,28,11,1,NA,NA,NA,NA,NA,NA,NA,2,1,3.5
"562","2014-15","20152 (Spring 2015)","CSE 464 A","ADV TOPICS-ANIMATION","MONES-HATTAL, BARBARA",19,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"563","2014-15","20152 (Spring 2015)","CSE 473 A","INTR TO ARTIF INTLL","FOX, DIETER",70,17,24,15,8,2,NA,1,NA,NA,1,1,NA,1,3.4
"564","2014-15","20152 (Spring 2015)","CSE 477 A","DIG SYSTEM DESIGN","REYNOLDS, MATT",24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"565","2014-15","20152 (Spring 2015)","CSE 481 D","CAP SOFT DESIGN","POPOVIC, ZORAN",23,10,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"566","2014-15","20152 (Spring 2015)","CSE 481 L","CAP SOFT DESIGN","GOLLAKOTA, SHYAM",26,19,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"567","2014-15","20152 (Spring 2015)","CSE 484 A","COMPUTER SECURITY","ROESNER, FRANZISKA",68,22,28,15,1,1,NA,NA,1,NA,NA,NA,NA,NA,3.6
"568","2014-15","20152 (Spring 2015)","CSE 490 B1","SPECIAL TOPICS CSE","HELLERSTEIN, JOSEPH L",23,13,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,5,3.7
"569","2014-15","20152 (Spring 2015)","CSE 512 A","DATA VISUALIZATION","HEER, JEFFREY",67,4,46,15,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3.5
"570","2014-15","20152 (Spring 2015)","CSE 521 A","DSGN&ANLYS ALGRTHM","KARLIN, ANNA",26,9,13,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.5
"571","2014-15","20152 (Spring 2015)","CSE 547 A","MACH LEARN BIG DATA","FOX, EMILY B",21,4,5,4,5,1,NA,NA,NA,NA,NA,NA,NA,2,3.4
"572","2014-15","20152 (Spring 2015)","CSE 551 A","OPERATING SYSTEMS","WANG, XI",15,5,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"573","2014-15","20152 (Spring 2015)","CSE 576 A","COMPUTER VISION","FARHADI, ALI",18,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"574","2014-15","20152 (Spring 2015)","CSE 599 D1","SPECIAL TOPICS","CHOI, YEJIN",14,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"575","2014-15","20152 (Spring 2015)","CSE P 521 A","APPLIED ALGORITHMS","KARLIN, ANNA",27,7,14,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"576","2014-15","20152 (Spring 2015)","CSE P 524 A","PARALLEL COMPUTATN","RINGENBURG, MICHAEL F",37,26,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.7
"577","2014-15","20152 (Spring 2015)","CSE P 576 A","COMPUTER VISION","SEITZ, STEVEN M.",39,33,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"578","2014-15","20152 (Spring 2015)","CSE P 590 A","SP TPC COMPTR SCI","PATEL, SHWETAK N.",39,36,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"579","2014-15","20153 (Summer 2015)","CSE 142 A","COMPUTER PRGRMNG I","THAYER, KYLE M",131,11,27,23,18,10,8,8,7,1,1,1,8,8,2.8
"580","2014-15","20153 (Summer 2015)","CSE 143 A","COMPUTER PRGRMNG II","PORTER, RILEY MARGUERITE",112,8,18,17,19,12,11,2,2,4,3,1,6,9,2.7
"581","2014-15","20153 (Summer 2015)","CSE 332 A","DATA ABSTRACTIONS","BLANK, ADAM D",21,5,7,5,1,1,1,NA,1,NA,NA,NA,NA,NA,3.4
"582","2014-15","20153 (Summer 2015)","CSE 333 A","SYSTEMS PROGRAMMING","PERKINS, HAL",23,6,10,1,2,NA,1,1,NA,NA,NA,NA,NA,2,3.5
