"","Academic_Year","Term","Course_Number","Course_Title","Primary_Instructor","Student_Count","A","A.","B.","B","B..1","C.","C","C..1","D.","D","D..1","F","W","Average_GPA"
"176","2011-12","20114 (Autumn 2011)","BIOL 447 A","GREENING OF EARTH","STROMBERG, CAROLINE A E",21,6,2,6,2,3,2,NA,NA,NA,NA,NA,NA,NA,3.3
"177","2011-12","20114 (Autumn 2011)","BIOL 453 A","CMPR ANAT VERTS","SIDOR, CHRISTIAN A.",69,2,14,15,3,7,8,5,5,3,1,4,1,1,2.6
"178","2011-12","20114 (Autumn 2011)","BIOL 462 A","ADV ANIMAL PHYS","WENDEROTH, MARY P",89,3,6,8,15,16,11,7,8,3,1,3,5,3,2.4
"179","2011-12","20114 (Autumn 2011)","BIOL 463 A","ADV ANIMAL PHYS LAB","WENDEROTH, MARY P",15,2,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"180","2011-12","20114 (Autumn 2011)","BIOL 463 C","ADV ANIMAL PHYS LAB","WENDEROTH, MARY P",16,2,10,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"181","2011-12","20114 (Autumn 2011)","BIOL 465 A","COMPR ENDOCRINOLOGY","BILGEN, TOLGA",41,2,16,13,7,2,1,NA,NA,NA,NA,NA,NA,NA,3.3
"182","2011-12","20114 (Autumn 2011)","BIOL 468 A","MEDICAL PHYSIOLOGY","WEIGLE, SCOTT",52,20,23,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.7
"183","2011-12","20114 (Autumn 2011)","BIOL 473 A","LIMNOLOGY","SCHINDLER, DANIEL E.",31,NA,3,12,12,3,NA,NA,NA,NA,NA,NA,NA,1,3.1
"184","2011-12","20114 (Autumn 2011)","BIOL 473 B","LIMNOLOGY","SCHINDLER, DANIEL E.",41,4,7,14,6,5,1,1,1,NA,NA,NA,NA,2,3.1
"185","2011-12","20114 (Autumn 2011)","BIOL 481 A","EXPMTL EVOL ECOLOGY","KERR, BENJAMIN B",50,24,14,5,5,NA,1,NA,NA,NA,NA,NA,NA,1,3.6
"186","2011-12","20114 (Autumn 2011)","BIOL 492 B","TEACHING OF BIOLOGY","MARTIN-MORRIS, LINDA E",16,10,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"187","2011-12","20114 (Autumn 2011)","BIOL 502 A","GRANT WRITING","NEMHAUSER, JENNIFER L.",27,25,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"188","2011-12","20121 (Winter 2012)","BIOL 104 A","BIOL FOR EL TCHRS","BUTTEMER, HELEN A",20,9,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"189","2011-12","20121 (Winter 2012)","BIOL 106 A","INTRO BIO SEMINAR","BUCHWITZ, BRIAN J.",87,17,42,14,10,NA,NA,NA,NA,NA,1,2,NA,1,3.5
"190","2011-12","20121 (Winter 2012)","BIOL 118 A","SURVEY OF PHYSIOL","BILGEN, TOLGA",415,28,50,58,39,69,33,29,32,20,9,15,17,16,2.5
"191","2011-12","20121 (Winter 2012)","BIOL 119 A","ELEM PHYSIOL LAB","BILGEN, TOLGA",24,1,3,7,8,5,NA,NA,NA,NA,NA,NA,NA,NA,3.1
"192","2011-12","20121 (Winter 2012)","BIOL 119 B","ELEM PHYSIOL LAB","BILGEN, TOLGA",23,NA,8,9,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3.2
"193","2011-12","20121 (Winter 2012)","BIOL 119 C","ELEM PHYSIOL LAB","BILGEN, TOLGA",21,1,8,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3.4
"194","2011-12","20121 (Winter 2012)","BIOL 119 D","ELEM PHYSIOL LAB","BILGEN, TOLGA",23,1,8,10,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3.3
"195","2011-12","20121 (Winter 2012)","BIOL 119 E","ELEM PHYSIOL LAB","BILGEN, TOLGA",24,NA,12,7,2,NA,2,1,NA,NA,NA,NA,NA,NA,3.3
"196","2011-12","20121 (Winter 2012)","BIOL 119 F","ELEM PHYSIOL LAB","BILGEN, TOLGA",23,NA,7,11,4,NA,NA,NA,NA,NA,NA,NA,NA,1,3.3
"197","2011-12","20121 (Winter 2012)","BIOL 119 G","ELEM PHYSIOL LAB","BILGEN, TOLGA",22,NA,3,12,4,2,1,NA,NA,NA,NA,NA,NA,NA,3.1
"198","2011-12","20121 (Winter 2012)","BIOL 180 A","INTRO BIOLOGY","LEACHE, ADAM D.",632,45,82,76,89,101,62,49,45,20,17,8,14,24,2.6
"199","2011-12","20121 (Winter 2012)","BIOL 200 A","INTRO BIOL","RUOHOLA-BAKER, HANNELE",428,35,63,57,60,91,44,29,18,7,8,4,4,8,2.8
"200","2011-12","20121 (Winter 2012)","BIOL 220 A","INTRO BIOL","DANIEL, THOMAS L",284,10,45,55,59,59,26,16,8,1,1,NA,1,3,2.9
"201","2011-12","20121 (Winter 2012)","BIOL 300 A","INTRO NEUROSCIENCE","DICKINSON, MICHAEL H.",111,6,27,17,26,17,6,3,3,1,2,NA,2,1,2.9
"202","2011-12","20121 (Winter 2012)","BIOL 302 A","LAB TECHNIQS IN CMB","MARTIN-MORRIS, LINDA E",50,3,13,14,7,9,2,2,NA,NA,NA,NA,NA,NA,3.2
"203","2011-12","20121 (Winter 2012)","BIOL 311 A","BIOLOGY OF FISHES","PIETSCH, THEODORE WELLS",21,2,4,3,2,2,2,1,1,NA,NA,1,3,NA,2.5
"204","2011-12","20121 (Winter 2012)","BIOL 311 B","BIOLOGY OF FISHES","PIETSCH, THEODORE WELLS",26,2,3,3,4,4,2,2,2,2,2,NA,NA,NA,2.5
"205","2011-12","20121 (Winter 2012)","BIOL 350 A","FOUNDTNS PHYSIOLOGY","WENDEROTH, MARY P",123,5,11,10,18,22,20,11,8,4,5,2,5,2,2.4
"206","2011-12","20121 (Winter 2012)","BIOL 355 A","FNDATION MOL CEL BIO","SCHIVELL, AMANDA",112,8,20,24,20,14,6,6,6,1,NA,3,4,NA,2.8
"207","2011-12","20121 (Winter 2012)","BIOL 356 A","FNDATNS IN ECOLOGY","RUESINK, JENNIFER",94,14,26,14,13,11,7,4,NA,1,1,2,NA,1,3.1
"208","2011-12","20121 (Winter 2012)","BIOL 400 A","MOLECULAR BIOLOGY","CROWE, ALISON J",25,9,4,NA,5,2,2,2,1,NA,NA,NA,NA,NA,3.2
"209","2011-12","20121 (Winter 2012)","BIOL 401 A","ADV CELL BIOLOGY","CROWE, ALISON J",49,13,11,11,5,3,2,NA,2,NA,1,NA,NA,1,3.3
"210","2011-12","20121 (Winter 2012)","BIOL 409 A","SOCIOBIOLOGY","WASSER, SAMUEL K",105,14,33,14,15,15,3,5,4,NA,2,NA,NA,NA,3.1
"211","2011-12","20121 (Winter 2012)","BIOL 411 A","DEV BIOL","COOPER, MARK S",69,13,23,8,12,6,3,NA,NA,NA,1,2,NA,1,3.2
"212","2011-12","20121 (Winter 2012)","BIOL 423 A","MARINE ECOL PROCESS","CARRINGTON, EMILY",56,8,15,7,11,7,2,5,NA,NA,NA,NA,NA,1,3.2
"213","2011-12","20121 (Winter 2012)","BIOL 424 A","PLANT ECOPHYSIOLOGY","KIM, SOO-HYUNG",20,3,2,4,6,1,1,1,NA,1,1,NA,NA,NA,2.9
"214","2011-12","20121 (Winter 2012)","BIOL 434 A","INVERTEBRATE ZOOL","SCHIVELL, AMANDA",72,11,16,14,8,13,3,1,2,1,1,NA,1,1,3.1
"215","2011-12","20121 (Winter 2012)","BIOL 440 A","GENERAL MYCOLOGY","AMMIRATI, JOSEPH F",127,27,55,31,8,2,2,NA,NA,NA,NA,NA,NA,2,3.5
"216","2011-12","20121 (Winter 2012)","BIOL 453 A","CMPR ANAT VERTS","PETERSEN, KAREN E",70,3,8,21,19,12,3,2,2,NA,NA,NA,NA,NA,3
"217","2011-12","20121 (Winter 2012)","BIOL 457 A","CHEM COMMUNICATION","RIFFELL, JEFFREY A",52,2,18,9,7,8,NA,1,NA,1,NA,5,NA,1,2.9
"218","2011-12","20121 (Winter 2012)","BIOL 460 A","MAMMALIAN PHYSIOL","WENDEROTH, MARY P",40,4,4,3,4,9,3,3,5,NA,2,2,NA,1,2.5
"219","2011-12","20121 (Winter 2012)","BIOL 469 A","EVOLUTION&MEDICINE","BERGSTROM, CARL T",61,15,27,15,3,NA,NA,NA,1,NA,NA,NA,NA,NA,3.5
"220","2011-12","20121 (Winter 2012)","BIOL 476 A","CONSERVATION BIOL","TEWKSBURY, JOSHUA J",122,8,32,23,14,16,9,3,2,3,5,1,5,1,2.8
"221","2011-12","20122 (Spring 2012)","BIOL 106 A","INTRO BIO SEMINAR","BUCHWITZ, BRIAN J.",47,22,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"222","2011-12","20122 (Spring 2012)","BIOL 118 A","SURVEY OF PHYSIOL","BILGEN, TOLGA",402,33,55,48,35,66,26,26,23,20,12,16,20,22,2.5
"223","2011-12","20122 (Spring 2012)","BIOL 119 A","ELEM PHYSIOL LAB","HORTON, JAQUAN",24,NA,5,10,6,3,NA,NA,NA,NA,NA,NA,NA,NA,3.1
"224","2011-12","20122 (Spring 2012)","BIOL 119 B","ELEM PHYSIOL LAB","HORTON, JAQUAN",24,NA,1,6,11,1,2,NA,1,NA,NA,1,NA,1,2.8
"225","2011-12","20122 (Spring 2012)","BIOL 119 C","ELEM PHYSIOL LAB","HORTON, JAQUAN",24,NA,2,8,10,4,NA,NA,NA,NA,NA,NA,NA,NA,3
"226","2011-12","20122 (Spring 2012)","BIOL 119 D","ELEM PHYSIOL LAB","HORTON, JAQUAN",22,2,10,7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3.5
"227","2011-12","20122 (Spring 2012)","BIOL 119 E","ELEM PHYSIOL LAB","HORTON, JAQUAN",21,1,5,11,2,1,NA,NA,NA,NA,NA,NA,NA,1,3.3
"228","2011-12","20122 (Spring 2012)","BIOL 119 F","ELEM PHYSIOL LAB","HORTON, JAQUAN",23,1,5,9,6,1,1,NA,NA,NA,NA,NA,NA,NA,3.2
"229","2011-12","20122 (Spring 2012)","BIOL 119 G","ELEM PHYSIOL LAB","HORTON, JAQUAN",23,NA,5,9,6,1,NA,NA,NA,NA,NA,NA,NA,2,3.2
"230","2011-12","20122 (Spring 2012)","BIOL 180 A","INTRO BIOLOGY","NAISH, KERRY",456,35,64,61,61,72,36,39,28,20,10,5,11,14,2.7
"231","2011-12","20122 (Spring 2012)","BIOL 200 A","INTRO BIOL","COOPER, MARK S",382,30,53,53,79,73,37,27,16,2,3,2,NA,7,2.9
"232","2011-12","20122 (Spring 2012)","BIOL 220 A","INTRO BIOL","FORD, E DAVID",329,9,26,39,52,62,46,37,31,9,1,NA,2,15,2.6
"233","2011-12","20122 (Spring 2012)","BIOL 240 A","THE URBAN FARM","WHEAT, ELIZABETH E",43,25,8,4,1,NA,NA,1,NA,NA,NA,NA,2,2,3.6
"234","2011-12","20122 (Spring 2012)","BIOL 305 A","VIDEO STORYTELLING","BOERSMA, P DEE",15,6,2,3,1,NA,1,1,NA,NA,NA,NA,NA,1,3.4
"235","2011-12","20122 (Spring 2012)","BIOL 315 A","BIOL IMP CLMAT CHNG","JANNEKE HILLE RIS LAMBERS",46,4,6,14,6,8,4,NA,2,1,1,NA,NA,NA,3
"236","2011-12","20122 (Spring 2012)","BIOL 317 A","PLANT CLASS & IDENT","OLMSTEAD, RICHARD G.",110,17,16,7,10,16,6,15,12,2,1,2,4,2,2.6
"237","2011-12","20122 (Spring 2012)","BIOL 325 A","TREE OF LIFE","FREEMAN, SCOTT",44,5,10,8,5,9,2,2,NA,NA,1,NA,2,NA,2.9
"238","2011-12","20122 (Spring 2012)","BIOL 331 A","LSCAPE PLANT RECOG","REICHARD, SARAH E",22,5,6,2,3,1,3,NA,NA,NA,NA,NA,1,1,3.2
"239","2011-12","20122 (Spring 2012)","BIOL 350 A","FOUNDTNS PHYSIOLOGY","SCHIVELL, AMANDA",127,13,30,30,17,20,3,4,7,1,NA,NA,2,NA,3
"240","2011-12","20122 (Spring 2012)","BIOL 354 A","EVOL AND SYSTEMATICS","BERGSTROM, CARL T",122,15,33,37,16,12,4,1,2,NA,NA,NA,NA,2,3.2
"241","2011-12","20122 (Spring 2012)","BIOL 355 A","FNDATION MOL CEL BIO","PARRISH, JAY Z",120,7,22,16,18,16,17,9,6,NA,1,NA,1,7,2.8
"242","2011-12","20122 (Spring 2012)","BIOL 400 A","MOLECULAR BIOLOGY","CROWE, ALISON J",41,14,14,6,2,2,1,NA,NA,1,NA,NA,NA,1,3.5
"243","2011-12","20122 (Spring 2012)","BIOL 401 A","ADV CELL BIOLOGY","SCHIVELL, AMANDA",54,5,17,14,7,5,NA,1,1,1,NA,NA,1,2,3.2
"244","2011-12","20122 (Spring 2012)","BIOL 405 A","CEL&MOL BIO DISEASE","WAKIMOTO, BARBARA",50,4,19,9,11,2,3,NA,NA,NA,NA,1,1,NA,3.2
"245","2011-12","20122 (Spring 2012)","BIOL 418 A","BIO RHYTHMS","DE LA IGLESIA, HORACIO O.",67,8,13,13,6,15,3,3,3,1,NA,NA,NA,2,3
"246","2011-12","20122 (Spring 2012)","BIOL 425 A","PLANT PHYSIOL & DEV","VAN VOLKENBURGH, ELIZABETH",118,8,25,44,27,8,3,2,NA,NA,NA,NA,NA,1,3.2
"247","2011-12","20122 (Spring 2012)","BIOL 426 A","PLANT PHYSIOL LAB","VAN VOLKENBURGH, ELIZABETH",18,3,6,5,NA,1,1,1,NA,NA,NA,NA,1,NA,3.2
"248","2011-12","20122 (Spring 2012)","BIOL 430 A","MARINE ZOOLOGY","DETHIER, MEGAN N",19,NA,4,6,5,3,1,NA,NA,NA,NA,NA,NA,NA,3.1
"249","2011-12","20122 (Spring 2012)","BIOL 443 A","MAMMAL EVOLUTION","WILSON, GREGORY P.",22,4,5,1,1,5,3,1,NA,1,NA,NA,1,NA,2.8
"250","2011-12","20122 (Spring 2012)","BIOL 444 A","NATRL HIST BIRDS","BILLO, TIMOTHY",17,6,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,1,3.5
"251","2011-12","20122 (Spring 2012)","BIOL 445 A","MARINE BOTANY","O'KELLY, CHARLES",19,4,7,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,3.4
"252","2011-12","20122 (Spring 2012)","BIOL 446 A","BIOLOGY OF ALGAE","WAALAND, J ROBERT",52,16,18,6,4,5,1,NA,NA,NA,1,NA,NA,1,3.4
"253","2011-12","20122 (Spring 2012)","BIOL 452 A","VERTEBRATE BIOLOGY","PETERSEN, KAREN E",70,13,6,24,7,9,4,2,1,1,NA,NA,2,1,3
"254","2011-12","20122 (Spring 2012)","BIOL 454 A","ENTOMOLOGY","SUGDEN, EVAN A.",92,36,14,15,5,7,3,2,3,NA,1,NA,3,3,3.3
"255","2011-12","20122 (Spring 2012)","BIOL 455 A","ENTOMOLOGY LAB","SUGDEN, EVAN A.",18,5,3,1,2,2,NA,2,1,NA,NA,NA,1,1,3
"256","2011-12","20122 (Spring 2012)","BIOL 459 A","DEVLPMNTL NEUROBIOL","BOSMA, MARTHA",63,7,28,20,4,2,1,NA,NA,NA,NA,NA,1,NA,3.4
"257","2011-12","20122 (Spring 2012)","BIOL 471 A","PLANT ECOLOGY","DEL MORAL, ROGER",36,4,10,8,1,8,1,2,NA,NA,NA,NA,1,1,3.1
"258","2011-12","20122 (Spring 2012)","BIOL 480 A","FIELD ECOLOGY","BOERSMA, P DEE",21,NA,12,4,1,2,1,NA,NA,NA,NA,NA,NA,1,3.4
"259","2011-12","20122 (Spring 2012)","BIOL 485 A","CELL MOLE& DEV SEMNR","CROWE, ALISON J",21,14,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"260","2011-12","20122 (Spring 2012)","BIOL 488 A","PHYSIOLOGY SEMINAR","MOODY, WILLIAM J",37,23,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"261","2011-12","20122 (Spring 2012)","BIOL 489 A","PLANT BIOL SEMINAR","BRADSHAW, H D 'TOBY'",18,4,3,6,4,NA,NA,NA,NA,NA,NA,NA,1,NA,3.2
"262","2011-12","20122 (Spring 2012)","BIOL 490 A","UNDERGRAD SEMINAR","AMMIRATI, JOSEPH F",16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"263","2011-12","20122 (Spring 2012)","BIOL 490 E","UNDERGRAD SEMINAR","AMMIRATI, JOSEPH F",15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"264","2011-12","20122 (Spring 2012)","BIOL 492 B","TEACHING OF BIOLOGY","MARTIN-MORRIS, LINDA E",17,7,5,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"265","2011-12","20122 (Spring 2012)","BIOL 497 A","SPECIAL TOPICS","KANE ETTINGER, AILENE",21,4,2,3,3,4,1,1,2,NA,NA,NA,1,NA,2.8
"266","2011-12","20123 (Summer 2012)","BIOL 118 A","SURVEY OF PHYSIOL","BILGEN, TOLGA",87,8,12,5,11,16,12,3,6,2,2,NA,5,5,2.6
"267","2011-12","20123 (Summer 2012)","BIOL 119 B","ELEM PHYSIOL LAB","DOOLEY, FREDERICK DANIEL",16,1,5,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3.3
"268","2011-12","20123 (Summer 2012)","BIOL 119 C","ELEM PHYSIOL LAB","DOOLEY, FREDERICK DANIEL",14,1,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"269","2011-12","20123 (Summer 2012)","BIOL 180 A","INTRO BIOLOGY","HORWITH, MICAH J.",165,12,14,19,18,30,27,9,16,5,2,NA,3,10,2.6
"270","2011-12","20123 (Summer 2012)","BIOL 200 A","INTRO BIOL","WIGGINS, BEN",96,9,14,22,14,14,8,4,4,1,3,NA,NA,3,2.9
"271","2011-12","20123 (Summer 2012)","BIOL 200 B","INTRO BIOL","WIGGINS, BEN",98,8,13,19,12,17,13,6,2,NA,3,NA,1,4,2.8
"272","2011-12","20123 (Summer 2012)","BIOL 220 A","INTRO BIOL","ZEMAN, LESLIE B.",171,8,19,22,27,35,22,11,16,3,1,2,1,4,2.7
"273","2011-12","20123 (Summer 2012)","BIOL 240 A","THE URBAN FARM","WHEAT, ELIZABETH E",28,13,11,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3.7
"274","2011-12","20123 (Summer 2012)","BIOL 250 A","MARINE BIOLOGY","NUWER, MIKELLE",13,3,5,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA,3.3
"275","2011-12","20123 (Summer 2012)","BIOL 317 A","PLANT CLASS & IDENT","MILLER, RYAN J.",38,3,4,4,5,7,3,NA,3,3,2,1,1,2,2.5
"276","2011-12","20123 (Summer 2012)","BIOL 350 A","FOUNDTNS PHYSIOLOGY","BILGEN, TOLGA",62,5,26,25,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"277","2011-12","20123 (Summer 2012)","BIOL 355 A","FNDATION MOL CEL BIO","BUCHWITZ, BRIAN J.",52,9,12,11,7,10,NA,1,NA,NA,NA,NA,1,1,3.2
"278","2011-12","20123 (Summer 2012)","BIOL 432 A","MARINE INVERT ZOOL","SIGWART, JULIA DOROTHY",19,3,12,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"279","2011-12","20123 (Summer 2012)","BIOL 434 A","INVERTEBRATE ZOOL","SCHIVELL, AMANDA",40,3,8,8,4,8,3,2,1,2,NA,NA,1,NA,2.8
"280","2011-12","20123 (Summer 2012)","BIOL 442 A","MUSH & RELATD FUNGI","AMMIRATI, JOSEPH F",48,26,13,3,1,NA,NA,NA,NA,NA,NA,NA,NA,5,3.8
"281","2011-12","20123 (Summer 2012)","BIOL 452 A","VERTEBRATE BIOLOGY","PETERSEN, KAREN E",32,1,3,8,11,1,NA,2,1,NA,NA,NA,2,3,2.8
"282","2011-12","20123 (Summer 2012)","BIOL 459 A","DEVLPMNTL NEUROBIOL","BOSMA, MARTHA",26,7,6,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,3.4
"283","2011-12","20123 (Summer 2012)","BIOL 533 A","ADV ORG BIOL","SUMMERS, ADAM P.",46,27,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"284","2011-12","20123 (Summer 2012)","BIOL 533 B","ADV ORG BIOL","HARVELL, CATHERINE",33,24,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"285","2012-13","20124 (Autumn 2012)","BIOL 104 A","BIOL FOR EL TCHRS","BUTTEMER, HELEN A",17,7,6,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"286","2012-13","20124 (Autumn 2012)","BIOL 106 A","INTRO BIO SEMINAR","BUCHWITZ, BRIAN J.",58,14,28,12,2,NA,NA,1,NA,NA,NA,NA,NA,1,3.6
"287","2012-13","20124 (Autumn 2012)","BIOL 118 A","SURVEY OF PHYSIOL","SMARR, BENJAMIN",377,7,38,80,86,65,37,11,20,2,2,NA,3,26,2.8
"288","2012-13","20124 (Autumn 2012)","BIOL 118 B","SURVEY OF PHYSIOL","SMARR, BENJAMIN",17,1,2,1,3,6,2,1,NA,NA,1,NA,NA,NA,2.7
"289","2012-13","20124 (Autumn 2012)","BIOL 119 A","ELEM PHYSIOL LAB","SMARR, BENJAMIN",23,1,6,3,5,7,NA,1,NA,NA,NA,NA,NA,NA,3.1
"290","2012-13","20124 (Autumn 2012)","BIOL 119 B","ELEM PHYSIOL LAB","SMARR, BENJAMIN",23,NA,4,5,7,1,3,NA,NA,NA,2,NA,NA,1,2.9
"291","2012-13","20124 (Autumn 2012)","BIOL 119 C","ELEM PHYSIOL LAB","SMARR, BENJAMIN",24,NA,NA,NA,NA,7,8,3,3,3,NA,NA,NA,NA,2.1
"292","2012-13","20124 (Autumn 2012)","BIOL 119 D","ELEM PHYSIOL LAB","SMARR, BENJAMIN",22,NA,2,8,4,3,1,2,NA,NA,NA,NA,NA,2,2.9
"293","2012-13","20124 (Autumn 2012)","BIOL 119 E","ELEM PHYSIOL LAB","SMARR, BENJAMIN",22,NA,6,5,4,5,1,NA,1,NA,NA,NA,NA,NA,3
"294","2012-13","20124 (Autumn 2012)","BIOL 119 F","ELEM PHYSIOL LAB","SMARR, BENJAMIN",23,NA,4,5,4,6,2,1,1,NA,NA,NA,NA,NA,2.8
"295","2012-13","20124 (Autumn 2012)","BIOL 180 A","INTRO BIOLOGY","FREEMAN, SCOTT",520,42,107,95,84,96,41,22,12,2,2,2,5,10,3
"296","2012-13","20124 (Autumn 2012)","BIOL 180 B","INTRO BIOLOGY","FREEMAN, SCOTT",466,27,57,52,66,80,37,40,32,15,6,3,14,37,2.6
"297","2012-13","20124 (Autumn 2012)","BIOL 200 A","INTRO BIOL","CROWE, ALISON J",379,30,63,47,47,78,28,33,26,7,5,1,2,12,2.8
"298","2012-13","20124 (Autumn 2012)","BIOL 220 A","INTRO BIOL","MCABEE, JESSICA",284,21,41,32,53,60,32,26,14,3,NA,NA,2,NA,2.8
"299","2012-13","20124 (Autumn 2012)","BIOL 250 D","MARINE BIOLOGY","FRIEDMAN, CAROLYN",69,7,11,6,18,8,9,NA,2,NA,2,1,4,1,2.7
"300","2012-13","20124 (Autumn 2012)","BIOL 280 A","THE HISTORY OF LIFE","WARD, PETER D",208,14,66,56,35,15,6,3,1,NA,2,NA,4,6,3.2
"301","2012-13","20124 (Autumn 2012)","BIOL 302 A","LAB TECHNIQS IN CMB","IMAIZUMI, TAKATO",46,10,28,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"302","2012-13","20124 (Autumn 2012)","BIOL 315 A","BIOL IMP CLMAT CHNG","HORWITH, MICAH J.",51,2,14,15,5,4,1,2,5,NA,NA,NA,1,2,3
"303","2012-13","20124 (Autumn 2012)","BIOL 340 A","GENETS & MOLEC ECOL","HAUSER, LORENZ",41,3,6,5,3,15,3,2,NA,NA,NA,NA,1,3,2.8
"304","2012-13","20124 (Autumn 2012)","BIOL 350 A","FOUNDTNS PHYSIOLOGY","KENNEDY, MICHAEL L",126,26,15,16,12,15,13,11,3,3,2,1,4,5,2.8
"305","2012-13","20124 (Autumn 2012)","BIOL 354 A","EVOL AND SYSTEMATICS","WILSON, GREGORY P.",119,20,23,25,20,17,3,4,1,NA,NA,1,1,4,3.2
"306","2012-13","20124 (Autumn 2012)","BIOL 355 A","FNDATION MOL CEL BIO","MARTIN-MORRIS, LINDA E",67,17,8,11,8,11,1,2,1,2,NA,1,NA,5,3.2
"307","2012-13","20124 (Autumn 2012)","BIOL 355 B","FNDATION MOL CEL BIO","MARTIN-MORRIS, LINDA E",63,15,31,7,3,1,3,NA,NA,NA,NA,NA,2,1,3.4
"308","2012-13","20124 (Autumn 2012)","BIOL 356 A","FNDATNS IN ECOLOGY","RUESINK, JENNIFER",95,15,27,20,9,11,5,2,2,1,NA,NA,2,1,3.1
"309","2012-13","20124 (Autumn 2012)","BIOL 380 A","BIOMEDICAL ADVANCES","SCHIVELL, AMANDA",54,8,17,9,6,3,1,NA,2,2,1,2,1,2,3
"310","2012-13","20124 (Autumn 2012)","BIOL 400 A","MOLECULAR BIOLOGY","SCHIVELL, AMANDA",46,22,11,5,2,3,NA,NA,2,NA,NA,NA,1,NA,3.5
"311","2012-13","20124 (Autumn 2012)","BIOL 411 A","DEV BIOL","SWALLA, BILLIE J.",119,9,12,14,19,27,6,11,9,4,1,3,NA,4,2.7
"312","2012-13","20124 (Autumn 2012)","BIOL 427 A","BIOMECHANICS","DANIEL, THOMAS L",61,8,12,10,10,8,4,2,2,NA,1,1,1,2,3
"313","2012-13","20124 (Autumn 2012)","BIOL 441 A","MORPH ANAT LAND PLT","DI STILIO, VERONICA",44,3,10,5,10,2,2,5,1,NA,NA,NA,3,3,2.8
"314","2012-13","20124 (Autumn 2012)","BIOL 442 A","MUSH & RELATD FUNGI","AMMIRATI, JOSEPH F",48,15,15,14,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"315","2012-13","20124 (Autumn 2012)","BIOL 450 A","VERTE PALEO","NESBITT, STERLING J.",16,5,5,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,3.4
"316","2012-13","20124 (Autumn 2012)","BIOL 453 A","CMPR ANAT VERTS","PETERSEN, KAREN E",46,1,6,11,11,4,6,5,1,NA,NA,1,NA,NA,2.8
"317","2012-13","20124 (Autumn 2012)","BIOL 462 A","ADV ANIMAL PHYS","WENDEROTH, MARY P",97,6,12,10,15,23,11,6,4,2,NA,NA,2,6,2.7
"318","2012-13","20124 (Autumn 2012)","BIOL 463 A","ADV ANIMAL PHYS LAB","WENDEROTH, MARY P",16,2,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"319","2012-13","20124 (Autumn 2012)","BIOL 463 B","ADV ANIMAL PHYS LAB","WENDEROTH, MARY P",16,6,6,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"320","2012-13","20124 (Autumn 2012)","BIOL 463 C","ADV ANIMAL PHYS LAB","WENDEROTH, MARY P",13,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"321","2012-13","20124 (Autumn 2012)","BIOL 465 A","COMPR ENDOCRINOLOGY","BILGEN, TOLGA",41,3,14,13,7,4,NA,NA,NA,NA,NA,NA,NA,NA,3.3
"322","2012-13","20124 (Autumn 2012)","BIOL 468 A","MEDICAL PHYSIOLOGY","WEIGLE, SCOTT",54,20,28,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
