"","Academic_Year","Term","Course_Number","Course_Title","Primary_Instructor","Student_Count","A","A.","B.","B","B..1","C.","C","C..1","D.","D","D..1","F","W","Average_GPA"
"144","2015-16","20154 (Autumn 2015)","DESIGN 582 A","DESIGN STUDIO: GRAD","ROESLER, AXEL",14,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"145","2015-16","20161 (Winter 2016)","DESIGN 166 A","DESIGN FOUNDATIONS","MATTHEWS, KRISTINE",114,NA,28,45,29,8,NA,NA,1,NA,NA,1,NA,2,3.2
"146","2015-16","20161 (Winter 2016)","DESIGN 208 A","SURV OF DESIGN HIST","OZUBKO, CHRISTOPHER",55,9,11,9,6,8,4,2,NA,NA,3,NA,NA,3,3
"147","2015-16","20161 (Winter 2016)","DESIGN 209 A","FNDMTLS TYPOGRAPHY","GOULD, ANNABELLE",62,NA,11,19,24,7,NA,NA,NA,NA,NA,NA,1,NA,3.1
"148","2015-16","20161 (Winter 2016)","DESIGN 211 A","3-D FOUNDATION","MUREN, DOMINIC L",61,1,15,23,17,4,NA,NA,NA,NA,NA,1,NA,NA,3.2
"149","2015-16","20161 (Winter 2016)","DESIGN 265 A","TOPICS IN DESIGN","MUREN, DOMINIC L",21,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"150","2015-16","20161 (Winter 2016)","DESIGN 317 A","INTRMD ID STUDIO 1","KRITZER, MICHAEL",17,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"151","2015-16","20161 (Winter 2016)","DESIGN 322 A","DIGITAL DESIGN","AHN, SANGGYEUN",17,NA,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"152","2015-16","20161 (Winter 2016)","DESIGN 367 A","DESIGN MOBILE EXP","CONRAD, DAVID",19,6,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"153","2015-16","20161 (Winter 2016)","DESIGN 368 A","STUDIES CORP IDENT","GRAHAM, BENJAMIN D.",19,NA,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"154","2015-16","20161 (Winter 2016)","DESIGN 384 A","INFO VISUALIZATIONS","CHENG, KAREN",22,1,3,14,NA,2,2,NA,NA,NA,NA,NA,NA,NA,3.2
"155","2015-16","20161 (Winter 2016)","DESIGN 385 A","DSGN INNOVATION&SOC","LUU, FRANCIS",21,3,4,1,5,3,2,2,1,NA,NA,NA,NA,NA,2.9
"156","2015-16","20161 (Winter 2016)","DESIGN 444 A","PROTOTYPE PROD DEV","AHN, SANGGYEUN",18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"157","2015-16","20161 (Winter 2016)","DESIGN 446 A","ADV INDUS DES: PROF","GERMANY, JASON O.",16,1,11,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"158","2015-16","20161 (Winter 2016)","DESIGN 467 A","EXH & INST DESIGN","MATTHEWS, KRISTINE",31,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.4
"159","2015-16","20161 (Winter 2016)","DESIGN 483 A","ADV INTERACTION DES","ROESLER, AXEL",28,18,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
